sample_id,user_id,fold,label,c0_prediction,c1_prediction,c0_correct,c1_correct,outcome
train__c07__user2__1-2-3,user2,1,7,4,7,False,True,c1_only
train__c07__user2__2-1-1,user2,1,7,7,11,True,False,c0_only
train__c07__user2__2-1-2,user2,1,7,7,10,True,False,c0_only
train__c07__user2__2-1-3,user2,1,7,7,11,True,False,c0_only
train__c07__user2__2-2-1,user2,1,7,23,23,False,False,both_wrong
train__c07__user2__2-2-2,user2,1,7,6,6,False,False,both_wrong
train__c07__user2__2-2-3,user2,1,7,23,6,False,False,both_wrong
train__c07__user2__4-2-1,user2,1,7,7,7,True,True,both_correct
train__c07__user2__4-2-2,user2,1,7,10,9,False,False,both_wrong
train__c07__user2__4-2-3,user2,1,7,9,1,False,False,both_wrong
train__c07__user2__7-2-1,user2,1,7,10,11,False,False,both_wrong
train__c07__user2__7-2-2,user2,1,7,7,7,True,True,both_correct
train__c07__user2__7-2-3,user2,1,7,7,7,True,True,both_correct
train__c07__user3__4-1-1,user3,0,7,24,7,False,True,c1_only
train__c07__user3__4-1-2,user3,0,7,26,7,False,True,c1_only
train__c07__user3__4-1-3,user3,0,7,7,7,True,True,both_correct
train__c07__user3__5-2-1,user3,0,7,7,7,True,True,both_correct
train__c07__user3__5-2-2,user3,0,7,7,7,True,True,both_correct
train__c07__user3__5-2-3,user3,0,7,7,7,True,True,both_correct
train__c07__user3__6-1-1,user3,0,7,7,7,True,True,both_correct
train__c07__user3__6-1-2,user3,0,7,7,7,True,True,both_correct
train__c07__user3__6-1-3,user3,0,7,6,6,False,False,both_wrong
train__c07__user3__7-1-1,user3,0,7,7,7,True,True,both_correct
train__c07__user3__7-1-2,user3,0,7,7,7,True,True,both_correct
train__c07__user3__7-1-3,user3,0,7,7,7,True,True,both_correct
train__c07__user5__1-2-1,user5,2,7,7,7,True,True,both_correct
train__c07__user5__1-2-2,user5,2,7,7,7,True,True,both_correct
train__c07__user5__1-2-3,user5,2,7,6,6,False,False,both_wrong
train__c07__user5__2-1-1,user5,2,7,17,17,False,False,both_wrong
train__c07__user5__2-1-2,user5,2,7,17,17,False,False,both_wrong
train__c07__user5__2-1-3,user5,2,7,17,17,False,False,both_wrong
train__c07__user5__3-2-1,user5,2,7,7,7,True,True,both_correct
train__c07__user5__3-2-2,user5,2,7,7,7,True,True,both_correct
train__c07__user5__3-2-3,user5,2,7,7,7,True,True,both_correct
train__c07__user5__6-2-1,user5,2,7,7,7,True,True,both_correct
train__c07__user5__6-2-2,user5,2,7,7,7,True,True,both_correct
train__c07__user5__6-2-3,user5,2,7,7,7,True,True,both_correct
train__c07__user6__1-2-1,user6,2,7,11,11,False,False,both_wrong
train__c07__user6__1-2-2,user6,2,7,7,11,True,False,c0_only
train__c07__user6__1-2-3,user6,2,7,1,1,False,False,both_wrong
train__c07__user6__5-2-1,user6,2,7,7,7,True,True,both_correct
train__c07__user6__5-2-2,user6,2,7,7,7,True,True,both_correct
train__c07__user6__5-2-3,user6,2,7,7,7,True,True,both_correct
train__c07__user6__6-2-1,user6,2,7,1,1,False,False,both_wrong
train__c07__user6__6-2-3,user6,2,7,8,2,False,False,both_wrong
train__c07__user6__7-2-1,user6,2,7,8,8,False,False,both_wrong
train__c07__user6__7-2-2,user6,2,7,8,2,False,False,both_wrong
train__c07__user6__7-2-3,user6,2,7,8,8,False,False,both_wrong
train__c07__user7__1-2-1,user7,2,7,19,20,False,False,both_wrong
train__c07__user7__1-2-2,user7,2,7,23,23,False,False,both_wrong
train__c07__user7__1-2-3,user7,2,7,19,19,False,False,both_wrong
train__c07__user7__2-2-1,user7,2,7,19,26,False,False,both_wrong
train__c07__user7__2-2-2,user7,2,7,19,19,False,False,both_wrong
train__c07__user7__2-2-3,user7,2,7,19,26,False,False,both_wrong
train__c07__user7__3-2-1,user7,2,7,7,7,True,True,both_correct
train__c07__user7__3-2-2,user7,2,7,7,7,True,True,both_correct
train__c07__user7__3-2-3,user7,2,7,8,8,False,False,both_wrong
train__c07__user7__5-3-1,user7,2,7,11,17,False,False,both_wrong
train__c07__user7__5-3-2,user7,2,7,19,19,False,False,both_wrong
train__c07__user7__5-3-3,user7,2,7,11,11,False,False,both_wrong
train__c07__user7__7-2-1,user7,2,7,7,6,True,False,c0_only
train__c07__user7__7-2-2,user7,2,7,6,7,False,True,c1_only
train__c07__user8__7-2-1,user8,1,7,6,6,False,False,both_wrong
train__c07__user8__7-2-2,user8,1,7,11,6,False,False,both_wrong
train__c07__user8__7-2-3,user8,1,7,6,6,False,False,both_wrong
train__c07__user9__7-2-1,user9,0,7,10,7,False,True,c1_only
train__c07__user9__7-2-2,user9,0,7,10,10,False,False,both_wrong
train__c07__user9__7-2-3,user9,0,7,10,10,False,False,both_wrong
train__c08__user16__6-2-1,user16,1,8,10,10,False,False,both_wrong
train__c08__user16__6-2-2,user16,1,8,9,10,False,False,both_wrong
train__c08__user16__6-2-3,user16,1,8,9,9,False,False,both_wrong
train__c08__user19__7-2-1,user19,2,8,9,9,False,False,both_wrong
train__c08__user19__7-2-2,user19,2,8,9,9,False,False,both_wrong
train__c08__user19__7-2-3,user19,2,8,10,11,False,False,both_wrong
train__c08__user1__1-2-1,user1,1,8,4,4,False,False,both_wrong
train__c08__user1__1-2-2,user1,1,8,4,4,False,False,both_wrong
train__c08__user1__2-1-1,user1,1,8,9,9,False,False,both_wrong
train__c08__user1__2-1-2,user1,1,8,9,8,False,True,c1_only
train__c08__user1__2-1-3,user1,1,8,9,9,False,False,both_wrong
train__c08__user1__4-1-1,user1,1,8,17,11,False,False,both_wrong
train__c08__user1__4-1-2,user1,1,8,17,11,False,False,both_wrong
train__c08__user1__5-1-1,user1,1,8,29,34,False,False,both_wrong
train__c08__user1__5-1-2,user1,1,8,17,17,False,False,both_wrong
train__c08__user1__5-1-3,user1,1,8,10,18,False,False,both_wrong
train__c08__user20__2-1-1,user20,0,8,6,6,False,False,both_wrong
train__c08__user20__2-1-2,user20,0,8,6,6,False,False,both_wrong
train__c08__user20__2-1-3,user20,0,8,6,6,False,False,both_wrong
train__c08__user21__2-1-1,user21,0,8,8,6,True,False,c0_only
train__c08__user21__2-1-2,user21,0,8,8,6,True,False,c0_only
train__c08__user21__2-1-3,user21,0,8,8,6,True,False,c0_only
train__c08__user21__3-1-1,user21,0,8,36,36,False,False,both_wrong
train__c08__user21__7-1-1,user21,0,8,9,9,False,False,both_wrong
train__c08__user21__7-1-2,user21,0,8,9,9,False,False,both_wrong
train__c08__user21__7-1-3,user21,0,8,9,9,False,False,both_wrong
train__c08__user22__2-1-1,user22,2,8,0,8,False,True,c1_only
train__c08__user22__2-1-2,user22,2,8,0,8,False,True,c1_only
train__c08__user22__2-1-3,user22,2,8,37,8,False,True,c1_only
train__c08__user22__6-2-1,user22,2,8,10,9,False,False,both_wrong
train__c08__user22__6-2-2,user22,2,8,10,15,False,False,both_wrong
train__c08__user22__6-2-3,user22,2,8,10,9,False,False,both_wrong
train__c08__user2__1-2-1,user2,1,8,4,8,False,True,c1_only
train__c08__user2__1-2-2,user2,1,8,4,4,False,False,both_wrong
train__c08__user2__1-2-3,user2,1,8,9,9,False,False,both_wrong
train__c08__user2__2-1-1,user2,1,8,7,8,False,True,c1_only
train__c08__user2__2-1-2,user2,1,8,7,10,False,False,both_wrong
train__c08__user2__2-1-3,user2,1,8,6,10,False,False,both_wrong
train__c08__user2__2-2-1,user2,1,8,17,17,False,False,both_wrong
train__c08__user2__2-2-2,user2,1,8,17,8,False,True,c1_only
train__c08__user2__2-2-3,user2,1,8,17,17,False,False,both_wrong
train__c08__user2__4-2-1,user2,1,8,9,4,False,False,both_wrong
train__c08__user2__4-2-2,user2,1,8,9,4,False,False,both_wrong
train__c08__user2__4-2-3,user2,1,8,9,9,False,False,both_wrong
train__c08__user3__4-1-1,user3,0,8,26,26,False,False,both_wrong
train__c08__user3__4-1-2,user3,0,8,26,17,False,False,both_wrong
train__c08__user3__4-1-3,user3,0,8,26,17,False,False,both_wrong
train__c08__user3__5-1-1,user3,0,8,7,7,False,False,both_wrong
train__c08__user3__5-1-2,user3,0,8,7,7,False,False,both_wrong
train__c08__user3__5-1-3,user3,0,8,9,9,False,False,both_wrong
train__c08__user3__5-2-1,user3,0,8,23,23,False,False,both_wrong
train__c08__user3__5-2-2,user3,0,8,20,20,False,False,both_wrong
train__c08__user3__5-2-3,user3,0,8,23,23,False,False,both_wrong
train__c08__user3__6-1-1,user3,0,8,7,7,False,False,both_wrong
train__c08__user3__6-1-2,user3,0,8,10,10,False,False,both_wrong
train__c08__user3__6-1-3,user3,0,8,9,9,False,False,both_wrong
train__c08__user6__1-2-1,user6,2,8,11,9,False,False,both_wrong
train__c08__user6__1-2-2,user6,2,8,9,9,False,False,both_wrong
train__c08__user6__1-2-3,user6,2,8,9,8,False,True,c1_only
train__c08__user6__2-1-1,user6,2,8,11,9,False,False,both_wrong
train__c08__user6__2-1-2,user6,2,8,9,9,False,False,both_wrong
train__c08__user6__2-1-3,user6,2,8,9,9,False,False,both_wrong
train__c08__user6__2-3-1,user6,2,8,7,7,False,False,both_wrong
train__c08__user6__2-3-2,user6,2,8,7,7,False,False,both_wrong
train__c08__user6__2-3-3,user6,2,8,7,11,False,False,both_wrong
train__c08__user6__6-2-1,user6,2,8,9,1,False,False,both_wrong
train__c08__user6__6-2-2,user6,2,8,8,8,True,True,both_correct
train__c08__user6__6-2-3,user6,2,8,8,2,True,False,c0_only
train__c08__user6__7-2-1,user6,2,8,9,9,False,False,both_wrong
train__c08__user6__7-2-2,user6,2,8,9,9,False,False,both_wrong
train__c08__user6__7-2-3,user6,2,8,9,9,False,False,both_wrong
train__c08__user7__1-2-1,user7,2,8,9,9,False,False,both_wrong
train__c08__user7__1-2-2,user7,2,8,20,20,False,False,both_wrong
train__c08__user7__1-2-3,user7,2,8,20,20,False,False,both_wrong
train__c08__user7__2-1-1,user7,2,8,5,5,False,False,both_wrong
train__c08__user7__2-1-2,user7,2,8,31,31,False,False,both_wrong
train__c08__user7__2-1-3,user7,2,8,5,5,False,False,both_wrong
train__c08__user7__3-2-1,user7,2,8,8,8,True,True,both_correct
train__c08__user7__3-2-2,user7,2,8,36,36,False,False,both_wrong
train__c08__user7__3-2-3,user7,2,8,36,36,False,False,both_wrong
train__c08__user7__5-3-1,user7,2,8,11,11,False,False,both_wrong
train__c08__user7__5-3-2,user7,2,8,11,11,False,False,both_wrong
train__c08__user7__5-3-3,user7,2,8,11,11,False,False,both_wrong
train__c09__user16__1-2-1,user16,1,9,9,9,True,True,both_correct
train__c09__user16__1-2-2,user16,1,9,9,9,True,True,both_correct
train__c09__user16__1-2-3,user16,1,9,9,9,True,True,both_correct
train__c09__user16__2-1-1,user16,1,9,10,10,False,False,both_wrong
train__c09__user16__2-1-2,user16,1,9,10,10,False,False,both_wrong
train__c09__user16__2-1-3,user16,1,9,10,10,False,False,both_wrong
train__c09__user16__7-2-1,user16,1,9,10,10,False,False,both_wrong
train__c09__user16__7-2-2,user16,1,9,9,10,True,False,c0_only
train__c09__user16__7-2-3,user16,1,9,10,10,False,False,both_wrong
train__c09__user18__3-2-1,user18,0,9,9,9,True,True,both_correct
train__c09__user18__3-2-2,user18,0,9,9,9,True,True,both_correct
train__c09__user18__3-2-3,user18,0,9,9,9,True,True,both_correct
train__c09__user18__4-2-1,user18,0,9,9,9,True,True,both_correct
train__c09__user18__4-2-2,user18,0,9,9,9,True,True,both_correct
train__c09__user18__4-2-3,user18,0,9,9,9,True,True,both_correct
train__c09__user18__7-2-1,user18,0,9,9,9,True,True,both_correct
train__c09__user18__7-2-2,user18,0,9,9,9,True,True,both_correct
train__c09__user18__7-2-3,user18,0,9,9,9,True,True,both_correct
train__c09__user19__2-1-1,user19,2,9,9,9,True,True,both_correct
train__c09__user19__2-1-2,user19,2,9,9,9,True,True,both_correct
train__c09__user19__2-1-3,user19,2,9,9,9,True,True,both_correct
train__c09__user19__3-2-1,user19,2,9,9,9,True,True,both_correct
train__c09__user19__3-2-2,user19,2,9,9,9,True,True,both_correct
train__c09__user19__3-2-3,user19,2,9,9,9,True,True,both_correct
train__c09__user19__7-2-1,user19,2,9,9,9,True,True,both_correct
train__c09__user19__7-2-2,user19,2,9,9,9,True,True,both_correct
train__c09__user19__7-2-3,user19,2,9,9,9,True,True,both_correct
train__c09__user1__2-1-1,user1,1,9,9,8,True,False,c0_only
train__c09__user1__2-1-2,user1,1,9,9,9,True,True,both_correct
train__c09__user1__2-1-3,user1,1,9,9,4,True,False,c0_only
train__c09__user1__4-1-1,user1,1,9,6,6,False,False,both_wrong
train__c09__user1__4-1-2,user1,1,9,6,6,False,False,both_wrong
train__c09__user1__4-1-3,user1,1,9,10,8,False,False,both_wrong
train__c09__user20__2-1-1,user20,0,9,9,9,True,True,both_correct
train__c09__user20__2-1-2,user20,0,9,9,9,True,True,both_correct
train__c09__user20__2-1-3,user20,0,9,9,9,True,True,both_correct
train__c09__user20__3-1-1,user20,0,9,9,9,True,True,both_correct
train__c09__user20__3-1-2,user20,0,9,9,9,True,True,both_correct
train__c09__user20__3-1-3,user20,0,9,9,9,True,True,both_correct
train__c09__user20__5-1-1,user20,0,9,21,21,False,False,both_wrong
train__c09__user20__5-1-2,user20,0,9,22,21,False,False,both_wrong
train__c09__user20__5-1-3,user20,0,9,21,21,False,False,both_wrong
train__c09__user20__6-3-1,user20,0,9,34,34,False,False,both_wrong
train__c09__user20__6-3-2,user20,0,9,34,34,False,False,both_wrong
train__c09__user20__6-3-3,user20,0,9,32,32,False,False,both_wrong
train__c09__user20__7-1-1,user20,0,9,9,9,True,True,both_correct
train__c09__user20__7-1-2,user20,0,9,9,9,True,True,both_correct
train__c09__user20__7-1-3,user20,0,9,9,9,True,True,both_correct
train__c09__user21__6-2-1,user21,0,9,8,8,False,False,both_wrong
train__c09__user21__6-2-2,user21,0,9,8,8,False,False,both_wrong
train__c09__user21__6-2-3,user21,0,9,10,10,False,False,both_wrong
train__c09__user22__2-1-1,user22,2,9,9,9,True,True,both_correct
train__c09__user22__2-1-2,user22,2,9,9,9,True,True,both_correct
train__c09__user22__2-1-3,user22,2,9,9,9,True,True,both_correct
train__c09__user22__4-3-1,user22,2,9,10,15,False,False,both_wrong
train__c09__user22__4-3-2,user22,2,9,20,20,False,False,both_wrong
train__c09__user22__4-3-3,user22,2,9,10,15,False,False,both_wrong
train__c09__user2__2-1-1,user2,1,9,4,4,False,False,both_wrong
train__c09__user2__2-1-2,user2,1,9,4,4,False,False,both_wrong
train__c09__user2__2-1-3,user2,1,9,9,9,True,True,both_correct
train__c09__user2__6-1-1,user2,1,9,15,15,False,False,both_wrong
train__c09__user3__5-1-1,user3,0,9,9,9,True,True,both_correct
train__c09__user3__5-1-2,user3,0,9,9,9,True,True,both_correct
train__c09__user3__5-1-3,user3,0,9,9,9,True,True,both_correct
train__c09__user3__7-1-1,user3,0,9,24,7,False,False,both_wrong
train__c09__user3__7-1-2,user3,0,9,20,20,False,False,both_wrong
train__c09__user3__7-1-3,user3,0,9,23,23,False,False,both_wrong
train__c09__user5__1-2-1,user5,2,9,10,9,False,True,c1_only
train__c09__user5__1-2-2,user5,2,9,7,7,False,False,both_wrong
train__c09__user5__1-2-3,user5,2,9,9,9,True,True,both_correct
train__c09__user5__3-2-1,user5,2,9,9,8,True,False,c0_only
train__c09__user5__3-2-2,user5,2,9,9,8,True,False,c0_only
train__c09__user5__3-2-3,user5,2,9,8,8,False,False,both_wrong
train__c09__user5__4-2-1,user5,2,9,7,7,False,False,both_wrong
train__c09__user5__4-2-2,user5,2,9,7,10,False,False,both_wrong
train__c09__user5__4-2-3,user5,2,9,10,0,False,False,both_wrong
train__c09__user5__7-2-1,user5,2,9,9,8,True,False,c0_only
train__c09__user5__7-2-2,user5,2,9,9,0,True,False,c0_only
train__c09__user5__7-2-3,user5,2,9,0,0,False,False,both_wrong
train__c09__user6__1-2-1,user6,2,9,9,9,True,True,both_correct
train__c09__user6__1-2-2,user6,2,9,9,9,True,True,both_correct
train__c09__user6__1-2-3,user6,2,9,9,9,True,True,both_correct
train__c09__user6__2-1-1,user6,2,9,9,9,True,True,both_correct
train__c09__user6__2-1-2,user6,2,9,9,9,True,True,both_correct
train__c09__user6__2-1-3,user6,2,9,9,9,True,True,both_correct
train__c09__user6__7-2-1,user6,2,9,36,36,False,False,both_wrong
train__c09__user6__7-2-2,user6,2,9,4,4,False,False,both_wrong
train__c09__user6__7-2-3,user6,2,9,8,8,False,False,both_wrong
train__c09__user7__1-2-1,user7,2,9,9,15,True,False,c0_only
train__c09__user7__1-2-2,user7,2,9,10,9,False,True,c1_only
train__c09__user7__1-2-3,user7,2,9,10,15,False,False,both_wrong
train__c09__user7__2-1-1,user7,2,9,9,9,True,True,both_correct
train__c09__user7__2-1-2,user7,2,9,9,9,True,True,both_correct
train__c09__user7__2-1-3,user7,2,9,22,9,False,True,c1_only
train__c09__user7__5-2-1,user7,2,9,11,8,False,False,both_wrong
train__c09__user7__5-2-2,user7,2,9,9,4,True,False,c0_only
train__c09__user7__5-2-3,user7,2,9,8,8,False,False,both_wrong
train__c09__user8__3-2-1,user8,1,9,7,15,False,False,both_wrong
train__c09__user8__3-2-2,user8,1,9,36,15,False,False,both_wrong
train__c09__user8__3-2-3,user8,1,9,6,14,False,False,both_wrong
train__c09__user8__4-2-1,user8,1,9,9,10,True,False,c0_only
train__c09__user8__4-2-2,user8,1,9,9,9,True,True,both_correct
train__c09__user8__4-2-3,user8,1,9,10,10,False,False,both_wrong
train__c09__user8__7-2-1,user8,1,9,10,9,False,True,c1_only
train__c09__user8__7-2-2,user8,1,9,9,9,True,True,both_correct
train__c09__user8__7-2-3,user8,1,9,9,9,True,True,both_correct
train__c09__user9__2-1-1,user9,0,9,9,9,True,True,both_correct
train__c09__user9__2-1-2,user9,0,9,8,8,False,False,both_wrong
train__c09__user9__2-1-3,user9,0,9,11,8,False,False,both_wrong
train__c09__user9__3-2-1,user9,0,9,17,17,False,False,both_wrong
train__c09__user9__3-2-2,user9,0,9,8,8,False,False,both_wrong
train__c09__user9__3-2-3,user9,0,9,8,8,False,False,both_wrong
train__c09__user9__7-2-1,user9,0,9,10,10,False,False,both_wrong
train__c09__user9__7-2-2,user9,0,9,10,10,False,False,both_wrong
train__c09__user9__7-2-3,user9,0,9,10,10,False,False,both_wrong
train__c10__user16__1-2-1,user16,1,10,10,7,True,False,c0_only
train__c10__user16__1-2-2,user16,1,10,10,11,True,False,c0_only
train__c10__user16__1-2-3,user16,1,10,10,10,True,True,both_correct
train__c10__user16__2-1-1,user16,1,10,10,7,True,False,c0_only
train__c10__user16__2-1-2,user16,1,10,10,7,True,False,c0_only
train__c10__user16__2-1-3,user16,1,10,10,7,True,False,c0_only
train__c10__user16__7-2-1,user16,1,10,10,11,True,False,c0_only
train__c10__user16__7-2-2,user16,1,10,10,11,True,False,c0_only
train__c10__user16__7-2-3,user16,1,10,10,7,True,False,c0_only
train__c10__user18__3-2-1,user18,0,10,9,9,False,False,both_wrong
train__c10__user18__3-2-2,user18,0,10,10,10,True,True,both_correct
train__c10__user18__3-2-3,user18,0,10,10,10,True,True,both_correct
train__c10__user18__4-2-1,user18,0,10,9,9,False,False,both_wrong
train__c10__user18__4-2-2,user18,0,10,9,9,False,False,both_wrong
train__c10__user18__4-2-3,user18,0,10,10,10,True,True,both_correct
train__c10__user18__7-2-1,user18,0,10,9,9,False,False,both_wrong
train__c10__user18__7-2-2,user18,0,10,9,10,False,True,c1_only
train__c10__user18__7-2-3,user18,0,10,10,10,True,True,both_correct
train__c10__user19__2-1-1,user19,2,10,11,11,False,False,both_wrong
train__c10__user19__2-1-2,user19,2,10,11,11,False,False,both_wrong
train__c10__user19__2-1-3,user19,2,10,11,11,False,False,both_wrong
train__c10__user19__3-2-1,user19,2,10,11,11,False,False,both_wrong
train__c10__user19__3-2-2,user19,2,10,9,8,False,False,both_wrong
train__c10__user19__3-2-3,user19,2,10,10,10,True,True,both_correct
train__c10__user19__7-2-1,user19,2,10,10,11,True,False,c0_only
train__c10__user19__7-2-2,user19,2,10,10,10,True,True,both_correct
train__c10__user19__7-2-3,user19,2,10,10,10,True,True,both_correct
train__c10__user1__2-1-1,user1,1,10,7,7,False,False,both_wrong
train__c10__user1__2-1-2,user1,1,10,11,11,False,False,both_wrong
train__c10__user1__2-1-3,user1,1,10,11,11,False,False,both_wrong
train__c10__user1__3-1-1,user1,1,10,6,7,False,False,both_wrong
train__c10__user1__3-1-2,user1,1,10,11,11,False,False,both_wrong
train__c10__user1__3-1-3,user1,1,10,6,29,False,False,both_wrong
train__c10__user1__4-1-1,user1,1,10,6,6,False,False,both_wrong
train__c10__user20__3-1-1,user20,0,10,9,9,False,False,both_wrong
train__c10__user20__3-1-2,user20,0,10,9,9,False,False,both_wrong
train__c10__user20__3-1-3,user20,0,10,9,9,False,False,both_wrong
train__c10__user20__5-1-1,user20,0,10,21,17,False,False,both_wrong
train__c10__user20__5-1-2,user20,0,10,22,21,False,False,both_wrong
train__c10__user20__5-1-3,user20,0,10,22,21,False,False,both_wrong
train__c10__user20__6-3-1,user20,0,10,34,34,False,False,both_wrong
train__c10__user20__6-3-2,user20,0,10,13,34,False,False,both_wrong
train__c10__user20__6-3-3,user20,0,10,13,13,False,False,both_wrong
train__c10__user20__7-1-1,user20,0,10,7,7,False,False,both_wrong
train__c10__user20__7-1-2,user20,0,10,10,10,True,True,both_correct
train__c10__user20__7-1-3,user20,0,10,9,10,False,True,c1_only
train__c10__user22__4-3-1,user22,2,10,9,15,False,False,both_wrong
train__c10__user22__4-3-2,user22,2,10,19,20,False,False,both_wrong
train__c10__user22__4-3-3,user22,2,10,10,15,True,False,c0_only
train__c10__user2__6-1-1,user2,1,10,15,15,False,False,both_wrong
train__c10__user2__6-1-2,user2,1,10,15,15,False,False,both_wrong
train__c10__user3__4-1-1,user3,0,10,7,7,False,False,both_wrong
train__c10__user3__4-1-2,user3,0,10,7,7,False,False,both_wrong
train__c10__user3__4-1-3,user3,0,10,7,7,False,False,both_wrong
train__c10__user3__5-1-1,user3,0,10,11,11,False,False,both_wrong
train__c10__user3__5-1-2,user3,0,10,9,9,False,False,both_wrong
train__c10__user3__5-1-3,user3,0,10,11,11,False,False,both_wrong
train__c10__user3__7-1-1,user3,0,10,7,7,False,False,both_wrong
train__c10__user3__7-1-2,user3,0,10,20,20,False,False,both_wrong
train__c10__user3__7-1-3,user3,0,10,7,7,False,False,both_wrong
train__c10__user5__1-2-1,user5,2,10,7,7,False,False,both_wrong
train__c10__user5__1-2-2,user5,2,10,7,7,False,False,both_wrong
train__c10__user5__4-2-1,user5,2,10,7,7,False,False,both_wrong
train__c10__user5__4-2-2,user5,2,10,7,7,False,False,both_wrong
train__c10__user5__4-2-3,user5,2,10,7,0,False,False,both_wrong
train__c10__user6__1-2-1,user6,2,10,11,9,False,False,both_wrong
train__c10__user6__1-2-2,user6,2,10,9,9,False,False,both_wrong
train__c10__user6__1-2-3,user6,2,10,9,8,False,False,both_wrong
train__c10__user6__2-1-1,user6,2,10,11,9,False,False,both_wrong
train__c10__user6__2-1-2,user6,2,10,9,9,False,False,both_wrong
train__c10__user6__2-1-3,user6,2,10,9,9,False,False,both_wrong
train__c10__user6__7-2-1,user6,2,10,9,9,False,False,both_wrong
train__c10__user6__7-2-2,user6,2,10,9,9,False,False,both_wrong
train__c10__user6__7-2-3,user6,2,10,9,9,False,False,both_wrong
train__c10__user7__2-1-1,user7,2,10,9,9,False,False,both_wrong
train__c10__user7__2-1-2,user7,2,10,9,9,False,False,both_wrong
train__c10__user7__2-1-3,user7,2,10,22,11,False,False,both_wrong
train__c10__user7__2-2-1,user7,2,10,10,20,True,False,c0_only
train__c10__user7__2-2-2,user7,2,10,10,9,True,False,c0_only
train__c10__user7__2-2-3,user7,2,10,10,20,True,False,c0_only
train__c10__user7__5-2-1,user7,2,10,11,11,False,False,both_wrong
train__c10__user7__5-2-2,user7,2,10,11,11,False,False,both_wrong
train__c10__user7__5-2-3,user7,2,10,11,11,False,False,both_wrong
train__c10__user8__3-2-1,user8,1,10,7,14,False,False,both_wrong
train__c10__user8__3-2-2,user8,1,10,7,14,False,False,both_wrong
train__c10__user8__3-2-3,user8,1,10,6,4,False,False,both_wrong
train__c10__user8__4-2-1,user8,1,10,10,10,True,True,both_correct
train__c10__user8__4-2-2,user8,1,10,9,8,False,False,both_wrong
train__c10__user8__4-2-3,user8,1,10,10,10,True,True,both_correct
train__c10__user8__7-2-1,user8,1,10,10,11,True,False,c0_only
train__c10__user8__7-2-2,user8,1,10,9,9,False,False,both_wrong
train__c10__user8__7-2-3,user8,1,10,9,10,False,True,c1_only
train__c10__user9__2-1-1,user9,0,10,11,11,False,False,both_wrong
train__c10__user9__2-1-2,user9,0,10,10,10,True,True,both_correct
train__c10__user9__2-1-3,user9,0,10,10,10,True,True,both_correct
train__c10__user9__3-2-1,user9,0,10,10,10,True,True,both_correct
train__c10__user9__3-2-2,user9,0,10,10,11,True,False,c0_only
train__c10__user9__3-2-3,user9,0,10,10,10,True,True,both_correct
train__c10__user9__7-2-1,user9,0,10,11,11,False,False,both_wrong
train__c10__user9__7-2-2,user9,0,10,11,7,False,False,both_wrong
train__c10__user9__7-2-3,user9,0,10,7,7,False,False,both_wrong
train__c11__user16__1-2-1,user16,1,11,10,10,False,False,both_wrong
train__c11__user16__1-2-2,user16,1,11,10,11,False,True,c1_only
train__c11__user16__1-2-3,user16,1,11,10,11,False,True,c1_only
train__c11__user16__3-2-1,user16,1,11,10,11,False,True,c1_only
train__c11__user16__3-2-2,user16,1,11,10,10,False,False,both_wrong
train__c11__user16__3-2-3,user16,1,11,10,11,False,True,c1_only
train__c11__user16__5-2-1,user16,1,11,10,11,False,True,c1_only
train__c11__user16__5-2-2,user16,1,11,10,11,False,True,c1_only
train__c11__user16__5-2-3,user16,1,11,10,11,False,True,c1_only
train__c11__user18__4-2-1,user18,0,11,9,9,False,False,both_wrong
train__c11__user18__4-2-2,user18,0,11,32,32,False,False,both_wrong
train__c11__user18__4-2-3,user18,0,11,10,10,False,False,both_wrong
train__c11__user18__6-2-1,user18,0,11,24,7,False,False,both_wrong
train__c11__user18__6-2-2,user18,0,11,23,23,False,False,both_wrong
train__c11__user18__6-2-3,user18,0,11,23,23,False,False,both_wrong
train__c11__user18__7-2-1,user18,0,11,10,10,False,False,both_wrong
train__c11__user18__7-2-2,user18,0,11,10,10,False,False,both_wrong
train__c11__user18__7-2-3,user18,0,11,34,34,False,False,both_wrong
train__c11__user19__2-3-1,user19,2,11,11,11,True,True,both_correct
train__c11__user19__2-3-2,user19,2,11,11,11,True,True,both_correct
train__c11__user19__2-3-3,user19,2,11,10,10,False,False,both_wrong
train__c11__user1__1-2-1,user1,1,11,9,4,False,False,both_wrong
train__c11__user1__1-2-2,user1,1,11,4,4,False,False,both_wrong
train__c11__user1__4-1-1,user1,1,11,6,7,False,False,both_wrong
train__c11__user1__4-1-2,user1,1,11,6,11,False,True,c1_only
train__c11__user1__4-1-3,user1,1,11,6,2,False,False,both_wrong
train__c11__user1__6-1-1,user1,1,11,6,7,False,False,both_wrong
train__c11__user1__6-1-2,user1,1,11,6,7,False,False,both_wrong
train__c11__user1__6-1-3,user1,1,11,6,7,False,False,both_wrong
train__c11__user21__5-2-1,user21,0,11,7,7,False,False,both_wrong
train__c11__user21__5-2-2,user21,0,11,7,7,False,False,both_wrong
train__c11__user21__5-2-3,user21,0,11,22,7,False,False,both_wrong
train__c11__user22__3-3-1,user22,2,11,10,7,False,False,both_wrong
train__c11__user22__3-3-2,user22,2,11,10,7,False,False,both_wrong
train__c11__user22__3-3-3,user22,2,11,7,7,False,False,both_wrong
train__c11__user22__4-3-1,user22,2,11,10,10,False,False,both_wrong
