sample_id,user_id,class_id,action_name,prediction_b2,prediction_supcon,correct_b2,correct_supcon,rescued,harmed
train__c27__user23__4-2-1,user23,27,Take_a_selfie,39,27,False,True,True,False
train__c27__user23__4-2-2,user23,27,Take_a_selfie,27,27,True,True,False,False
train__c27__user23__4-2-3,user23,27,Take_a_selfie,2,39,False,False,False,False
train__c27__user24__1-1-1,user24,27,Take_a_selfie,27,39,True,False,False,True
train__c27__user24__1-1-2,user24,27,Take_a_selfie,27,27,True,True,False,False
train__c27__user24__1-1-3,user24,27,Take_a_selfie,39,39,False,False,False,False
train__c28__user4__3-2-1,user4,28,Jog_in_place,28,28,True,True,False,False
train__c28__user4__3-2-2,user4,28,Jog_in_place,39,5,False,False,False,False
train__c28__user4__3-2-3,user4,28,Jog_in_place,36,29,False,False,False,False
train__c28__user17__3-1-1,user17,28,Jog_in_place,28,28,True,True,False,False
train__c28__user17__3-1-2,user17,28,Jog_in_place,28,28,True,True,False,False
train__c28__user17__3-1-3,user17,28,Jog_in_place,28,28,True,True,False,False
train__c28__user23__3-2-2,user23,28,Jog_in_place,28,28,True,True,False,False
train__c28__user23__3-2-3,user23,28,Jog_in_place,28,30,True,False,False,True
train__c28__user24__3-2-1,user24,28,Jog_in_place,28,39,True,False,False,True
train__c28__user24__3-2-2,user24,28,Jog_in_place,28,28,True,True,False,False
train__c28__user24__3-2-3,user24,28,Jog_in_place,28,28,True,True,False,False
train__c29__user17__4-1-1,user17,29,Do_squats,29,29,True,True,False,False
train__c29__user17__4-1-2,user17,29,Do_squats,29,29,True,True,False,False
train__c29__user17__4-1-3,user17,29,Do_squats,29,29,True,True,False,False
train__c29__user23__1-2-1,user23,29,Do_squats,13,29,False,True,True,False
train__c29__user23__1-2-2,user23,29,Do_squats,29,29,True,True,False,False
train__c29__user23__1-2-3,user23,29,Do_squats,29,29,True,True,False,False
train__c29__user23__6-1-1,user23,29,Do_squats,39,13,False,False,False,False
train__c29__user23__6-1-2,user23,29,Do_squats,29,29,True,True,False,False
train__c29__user23__6-1-3,user23,29,Do_squats,36,13,False,False,False,False
train__c29__user23__6-3-1,user23,29,Do_squats,29,29,True,True,False,False
train__c29__user23__6-3-2,user23,29,Do_squats,30,29,False,True,True,False
train__c29__user23__6-3-3,user23,29,Do_squats,29,29,True,True,False,False
train__c29__user24__6-3-1,user24,29,Do_squats,30,5,False,False,False,False
train__c29__user24__6-3-2,user24,29,Do_squats,35,29,False,True,True,False
train__c29__user24__6-3-3,user24,29,Do_squats,29,29,True,True,False,False
train__c30__user4__3-2-1,user4,30,Do_jumping_jacks,30,30,True,True,False,False
train__c30__user4__3-2-2,user4,30,Do_jumping_jacks,30,30,True,True,False,False
train__c30__user4__3-2-3,user4,30,Do_jumping_jacks,30,30,True,True,False,False
train__c30__user17__2-2-1,user17,30,Do_jumping_jacks,30,30,True,True,False,False
train__c30__user17__2-2-2,user17,30,Do_jumping_jacks,30,30,True,True,False,False
train__c30__user17__2-2-3,user17,30,Do_jumping_jacks,30,30,True,True,False,False
train__c31__user4__3-2-1,user4,31,Do_stretching_exercises,30,30,False,False,False,False
train__c31__user4__3-2-2,user4,31,Do_stretching_exercises,30,30,False,False,False,False
train__c31__user4__3-2-3,user4,31,Do_stretching_exercises,31,31,True,True,False,False
train__c31__user17__3-1-1,user17,31,Do_stretching_exercises,30,31,False,True,True,False
train__c31__user17__3-1-2,user17,31,Do_stretching_exercises,30,31,False,True,True,False
train__c31__user17__3-1-3,user17,31,Do_stretching_exercises,31,31,True,True,False,False
train__c31__user17__4-1-1,user17,31,Do_stretching_exercises,3,30,False,False,False,False
train__c31__user17__4-1-2,user17,31,Do_stretching_exercises,31,30,True,False,False,True
train__c31__user17__4-1-3,user17,31,Do_stretching_exercises,31,30,True,False,False,True
train__c31__user23__6-1-1,user23,31,Do_stretching_exercises,20,39,False,False,False,False
train__c31__user23__6-1-2,user23,31,Do_stretching_exercises,23,23,False,False,False,False
train__c31__user23__6-1-3,user23,31,Do_stretching_exercises,27,20,False,False,False,False
train__c31__user23__7-3-1,user23,31,Do_stretching_exercises,31,31,True,True,False,False
train__c31__user23__7-3-2,user23,31,Do_stretching_exercises,30,30,False,False,False,False
train__c31__user23__7-3-3,user23,31,Do_stretching_exercises,30,31,False,True,True,False
train__c31__user24__3-2-1,user24,31,Do_stretching_exercises,30,31,False,True,True,False
train__c31__user24__3-2-2,user24,31,Do_stretching_exercises,30,31,False,True,True,False
train__c31__user24__3-2-3,user24,31,Do_stretching_exercises,31,31,True,True,False,False
train__c32__user4__2-1-1,user4,32,Stand_up,32,32,True,True,False,False
train__c32__user4__2-1-2,user4,32,Stand_up,32,32,True,True,False,False
train__c32__user4__2-1-3,user4,32,Stand_up,32,32,True,True,False,False
train__c32__user4__3-2-1,user4,32,Stand_up,32,32,True,True,False,False
train__c32__user4__3-2-2,user4,32,Stand_up,32,32,True,True,False,False
train__c32__user4__3-2-3,user4,32,Stand_up,32,32,True,True,False,False
train__c32__user4__7-2-1,user4,32,Stand_up,32,32,True,True,False,False
train__c32__user4__7-2-2,user4,32,Stand_up,32,32,True,True,False,False
train__c32__user4__7-2-3,user4,32,Stand_up,32,32,True,True,False,False
train__c32__user17__4-1-1,user17,32,Stand_up,32,32,True,True,False,False
train__c32__user17__4-1-2,user17,32,Stand_up,32,32,True,True,False,False
train__c32__user17__4-1-3,user17,32,Stand_up,32,32,True,True,False,False
train__c32__user23__7-1-1,user23,32,Stand_up,29,29,False,False,False,False
train__c32__user23__7-1-2,user23,32,Stand_up,29,29,False,False,False,False
train__c32__user23__7-1-3,user23,32,Stand_up,13,13,False,False,False,False
train__c32__user23__7-3-1,user23,32,Stand_up,29,29,False,False,False,False
train__c32__user23__7-3-2,user23,32,Stand_up,29,29,False,False,False,False
train__c32__user23__7-3-3,user23,32,Stand_up,29,29,False,False,False,False
train__c32__user24__5-1-1,user24,32,Stand_up,35,34,False,False,False,False
train__c32__user24__5-1-2,user24,32,Stand_up,13,35,False,False,False,False
train__c32__user24__5-1-3,user24,32,Stand_up,23,32,False,True,True,False
train__c32__user24__6-3-1,user24,32,Stand_up,32,29,True,False,False,True
train__c32__user24__6-3-2,user24,32,Stand_up,16,29,False,False,False,False
train__c32__user24__6-3-3,user24,32,Stand_up,32,32,True,True,False,False
train__c33__user17__2-2-1,user17,33,Lie_down,33,33,True,True,False,False
train__c33__user17__2-2-2,user17,33,Lie_down,33,33,True,True,False,False
train__c33__user17__2-2-3,user17,33,Lie_down,33,33,True,True,False,False
train__c33__user24__2-2-1,user24,33,Lie_down,16,16,False,False,False,False
train__c33__user24__2-2-2,user24,33,Lie_down,16,33,False,True,True,False
train__c33__user24__2-2-3,user24,33,Lie_down,3,33,False,True,True,False
train__c34__user4__7-2-1,user4,34,Sit_down,29,29,False,False,False,False
train__c34__user4__7-2-2,user4,34,Sit_down,29,29,False,False,False,False
train__c34__user4__7-2-3,user4,34,Sit_down,29,29,False,False,False,False
train__c34__user17__1-2-1,user17,34,Sit_down,34,34,True,True,False,False
train__c34__user17__1-2-2,user17,34,Sit_down,34,34,True,True,False,False
train__c34__user17__1-2-3,user17,34,Sit_down,34,34,True,True,False,False
train__c34__user17__2-2-1,user17,34,Sit_down,34,34,True,True,False,False
train__c34__user17__2-2-2,user17,34,Sit_down,34,34,True,True,False,False
train__c34__user17__2-2-3,user17,34,Sit_down,34,34,True,True,False,False
train__c34__user17__4-1-1,user17,34,Sit_down,34,34,True,True,False,False
train__c34__user17__4-1-2,user17,34,Sit_down,34,34,True,True,False,False
train__c34__user17__4-1-3,user17,34,Sit_down,34,34,True,True,False,False
train__c34__user17__7-1-1,user17,34,Sit_down,34,34,True,True,False,False
train__c34__user17__7-1-2,user17,34,Sit_down,34,34,True,True,False,False
train__c34__user17__7-1-3,user17,34,Sit_down,34,34,True,True,False,False
train__c34__user23__3-2-2,user23,34,Sit_down,13,35,False,False,False,False
train__c34__user23__7-3-1,user23,34,Sit_down,29,13,False,False,False,False
train__c34__user23__7-3-2,user23,34,Sit_down,36,29,False,False,False,False
train__c34__user23__7-3-3,user23,34,Sit_down,29,29,False,False,False,False
train__c34__user24__4-1-1,user24,34,Sit_down,34,34,True,True,False,False
train__c34__user24__4-1-2,user24,34,Sit_down,20,34,False,True,True,False
train__c34__user24__4-1-3,user24,34,Sit_down,34,34,True,True,False,False
train__c34__user24__5-1-1,user24,34,Sit_down,34,34,True,True,False,False
train__c34__user24__5-1-2,user24,34,Sit_down,34,34,True,True,False,False
train__c34__user24__5-1-3,user24,34,Sit_down,13,29,False,False,False,False
train__c34__user24__5-3-1,user24,34,Sit_down,34,34,True,True,False,False
train__c34__user24__5-3-2,user24,34,Sit_down,34,34,True,True,False,False
train__c34__user24__5-3-3,user24,34,Sit_down,34,29,True,False,False,True
train__c34__user24__7-2-1,user24,34,Sit_down,34,34,True,True,False,False
train__c34__user24__7-2-2,user24,34,Sit_down,35,29,False,False,False,False
train__c34__user24__7-2-3,user24,34,Sit_down,35,29,False,False,False,False
train__c35__user23__1-2-1,user23,35,Do_lunges,13,13,False,False,False,False
train__c35__user23__1-2-2,user23,35,Do_lunges,29,29,False,False,False,False
train__c35__user23__1-2-3,user23,35,Do_lunges,35,29,True,False,False,True
train__c35__user23__5-3-2,user23,35,Do_lunges,24,36,False,False,False,False
train__c35__user23__5-3-3,user23,35,Do_lunges,29,35,False,True,True,False
train__c36__user4__1-2-1,user4,36,Walk,36,36,True,True,False,False
train__c36__user4__1-2-2,user4,36,Walk,36,36,True,True,False,False
train__c36__user4__1-2-3,user4,36,Walk,36,36,True,True,False,False
train__c36__user4__2-2-1,user4,36,Walk,36,36,True,True,False,False
train__c36__user4__2-2-2,user4,36,Walk,36,36,True,True,False,False
train__c36__user4__2-2-3,user4,36,Walk,36,36,True,True,False,False
train__c36__user4__4-2-1,user4,36,Walk,36,36,True,True,False,False
train__c36__user4__4-2-2,user4,36,Walk,36,5,True,False,False,True
train__c36__user4__4-2-3,user4,36,Walk,36,36,True,True,False,False
train__c36__user4__5-2-1,user4,36,Walk,36,36,True,True,False,False
train__c36__user4__5-2-2,user4,36,Walk,36,36,True,True,False,False
train__c36__user4__5-2-3,user4,36,Walk,36,36,True,True,False,False
train__c36__user4__7-1-1,user4,36,Walk,36,36,True,True,False,False
train__c36__user4__7-1-2,user4,36,Walk,36,5,True,False,False,True
train__c36__user4__7-1-3,user4,36,Walk,36,36,True,True,False,False
train__c36__user17__1-2-1,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__1-2-2,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__1-2-3,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__3-2-1,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__3-2-2,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__3-2-3,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__3-3-1,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__3-3-2,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__3-3-3,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__4-1-1,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__4-1-2,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__4-1-3,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__5-2-1,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__5-2-2,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__5-2-3,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__6-1-1,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__6-1-2,user17,36,Walk,36,36,True,True,False,False
train__c36__user17__6-1-3,user17,36,Walk,36,36,True,True,False,False
train__c36__user23__2-2-1,user23,36,Walk,36,36,True,True,False,False
train__c36__user23__2-2-2,user23,36,Walk,36,36,True,True,False,False
train__c36__user23__2-2-3,user23,36,Walk,36,36,True,True,False,False
train__c36__user23__2-3-1,user23,36,Walk,36,36,True,True,False,False
train__c36__user23__2-3-2,user23,36,Walk,36,36,True,True,False,False
train__c36__user23__2-3-3,user23,36,Walk,36,36,True,True,False,False
train__c36__user23__3-2-1,user23,36,Walk,36,36,True,True,False,False
train__c36__user23__3-2-2,user23,36,Walk,36,36,True,True,False,False
train__c36__user23__3-2-3,user23,36,Walk,36,36,True,True,False,False
train__c36__user23__4-2-1,user23,36,Walk,36,36,True,True,False,False
train__c36__user23__4-2-2,user23,36,Walk,36,36,True,True,False,False
train__c36__user23__4-2-3,user23,36,Walk,36,36,True,True,False,False
train__c36__user23__5-3-1,user23,36,Walk,32,29,False,False,False,False
train__c36__user23__5-3-3,user23,36,Walk,36,36,True,True,False,False
train__c36__user23__7-3-1,user23,36,Walk,36,36,True,True,False,False
train__c36__user23__7-3-2,user23,36,Walk,36,36,True,True,False,False
train__c36__user23__7-3-3,user23,36,Walk,36,36,True,True,False,False
train__c36__user24__1-2-1,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__1-2-2,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__1-2-3,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__3-2-1,user24,36,Walk,30,36,False,True,True,False
train__c36__user24__3-2-2,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__3-2-3,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__4-2-1,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__4-2-2,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__4-2-3,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__5-1-1,user24,36,Walk,36,30,True,False,False,True
train__c36__user24__5-1-2,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__5-1-3,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__5-3-1,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__5-3-2,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__5-3-3,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__6-2-1,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__6-2-2,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__6-2-3,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__7-2-1,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__7-2-2,user24,36,Walk,36,36,True,True,False,False
train__c36__user24__7-2-3,user24,36,Walk,36,36,True,True,False,False
train__c37__user4__7-1-1,user4,37,Take_medicine,37,37,True,True,False,False
train__c37__user4__7-1-2,user4,37,Take_medicine,20,31,False,False,False,False
train__c37__user4__7-1-3,user4,37,Take_medicine,37,39,True,False,False,True
train__c37__user17__4-1-1,user17,37,Take_medicine,20,32,False,False,False,False
train__c37__user17__4-1-2,user17,37,Take_medicine,29,28,False,False,False,False
train__c37__user17__4-1-3,user17,37,Take_medicine,20,39,False,False,False,False
train__c37__user23__7-1-1,user23,37,Take_medicine,24,7,False,False,False,False
train__c37__user23__7-1-3,user23,37,Take_medicine,18,24,False,False,False,False
train__c37__user23__7-2-1,user23,37,Take_medicine,27,2,False,False,False,False
train__c37__user23__7-2-2,user23,37,Take_medicine,38,38,False,False,False,False
train__c37__user23__7-2-3,user23,37,Take_medicine,27,39,False,False,False,False
train__c37__user24__5-2-1,user24,37,Take_medicine,39,39,False,False,False,False
train__c37__user24__5-2-2,user24,37,Take_medicine,39,39,False,False,False,False
train__c37__user24__5-2-3,user24,37,Take_medicine,39,39,False,False,False,False
train__c37__user24__7-1-1,user24,37,Take_medicine,39,39,False,False,False,False
train__c37__user24__7-1-2,user24,37,Take_medicine,39,39,False,False,False,False
train__c37__user24__7-1-3,user24,37,Take_medicine,39,39,False,False,False,False
train__c38__user23__2-2-1,user23,38,Massage_oneself,2,2,False,False,False,False
train__c38__user23__2-2-2,user23,38,Massage_oneself,38,38,True,True,False,False
train__c38__user23__2-2-3,user23,38,Massage_oneself,38,38,True,True,False,False
train__c38__user23__7-1-1,user23,38,Massage_oneself,23,23,False,False,False,False
train__c38__user23__7-1-2,user23,38,Massage_oneself,7,23,False,False,False,False
train__c38__user23__7-1-3,user23,38,Massage_oneself,23,23,False,False,False,False
train__c38__user24__4-3-1,user24,38,Massage_oneself,38,26,True,False,False,True
train__c38__user24__4-3-2,user24,38,Massage_oneself,22,26,False,False,False,False
train__c38__user24__4-3-3,user24,38,Massage_oneself,22,31,False,False,False,False
train__c38__user24__7-1-1,user24,38,Massage_oneself,27,27,False,False,False,False
train__c38__user24__7-1-2,user24,38,Massage_oneself,39,27,False,False,False,False
train__c38__user24__7-1-3,user24,38,Massage_oneself,27,39,False,False,False,False
train__c39__user17__4-1-1,user17,39,Take_body_temperature,29,34,False,False,False,False
train__c39__user17__4-1-2,user17,39,Take_body_temperature,32,39,False,True,True,False
train__c39__user17__4-1-3,user17,39,Take_body_temperature,20,39,False,True,True,False
train__c39__user17__7-1-1,user17,39,Take_body_temperature,38,31,False,False,False,False
train__c39__user17__7-1-2,user17,39,Take_body_temperature,38,39,False,True,True,False
train__c39__user17__7-1-3,user17,39,Take_body_temperature,38,39,False,True,True,False
train__c39__user23__7-2-1,user23,39,Take_body_temperature,39,39,True,True,False,False
train__c39__user23__7-2-2,user23,39,Take_body_temperature,38,39,False,True,True,False
train__c39__user23__7-2-3,user23,39,Take_body_temperature,38,3,False,False,False,False
train__c39__user24__5-2-1,user24,39,Take_body_temperature,20,2,False,False,False,False
train__c39__user24__5-2-2,user24,39,Take_body_temperature,5,3,False,False,False,False
train__c39__user24__5-2-3,user24,39,Take_body_temperature,20,38,False,False,False,False
train__c39__user24__7-1-1,user24,39,Take_body_temperature,39,38,True,False,False,True
train__c39__user24__7-1-2,user24,39,Take_body_temperature,39,2,True,False,False,True
train__c39__user24__7-1-3,user24,39,Take_body_temperature,39,2,True,False,False,True
