sample_id,true_action,base_prediction,mobilenet_prediction,resnet18_prediction,base_confidence,mobilenet_confidence,resnet18_confidence,mobilenet_outcome,resnet18_outcome,mobilenet_true_rank,resnet18_true_rank,mobilenet_selected_view_weights,resnet18_selected_view_weights,view_valid_count,hand_head_roi_valid,two_hand_roi_valid
train__c09__user17__1-2-1,Pour_drinks,Take_and_use_tableware,Take_and_use_tableware,Take_and_use_tableware,0.4558299738072192,0.7342110910227856,0.406270022002727,unchanged_wrong,unchanged_wrong,2,2,"{""global_context"": 0.2628716892666287, ""left_interaction"": 0.6418303030508535, ""right_interaction"": 0.05773915184868707, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.037558816097400805}","{""global_context"": 0.998369711416739, ""left_interaction"": 0.0004877608131479334, ""right_interaction"": 3.0337754718924836e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0011395380176879742}",86,False,True
train__c09__user17__1-2-2,Pour_drinks,Pour_drinks,Pour_drinks,Pour_drinks,0.606436410555386,0.7457785675525078,0.7140910060816955,retained_correct,retained_correct,1,1,"{""global_context"": 0.12977011714662826, ""left_interaction"": 0.7576026916503906, ""right_interaction"": 0.019182537283216203, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.09344473055430821}","{""global_context"": 0.9990830421447754, ""left_interaction"": 0.0005283198053283351, ""right_interaction"": 2.7248760618801627e-05, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.00036135372439665455}",49,False,True
train__c09__user17__1-2-3,Pour_drinks,Tap_the_keyboard,Tap_the_keyboard,Tap_the_keyboard,0.5788399528643199,0.7025549056660807,0.6175318386039328,unchanged_wrong,unchanged_wrong,3,3,"{""global_context"": 0.7825765991210938, ""left_interaction"": 0.21629764556884765, ""right_interaction"": 0.0006327033787965774, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0004930231720209121}","{""global_context"": 0.9981446838378907, ""left_interaction"": 0.001249213069677353, ""right_interaction"": 3.665994387120009e-05, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0005694080144166946}",86,False,True
train__c09__user17__2-1-1,Pour_drinks,Pour_drinks,Pour_drinks,Pour_drinks,0.5366643456097826,0.6388704674845473,0.5845913045197701,retained_correct,retained_correct,1,1,"{""global_context"": 1.1785680193309512e-06, ""left_interaction"": 0.0722888913647882, ""right_interaction"": 0.5125713348388672, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.41513854059679756}","{""global_context"": 1.661717889726137e-11, ""left_interaction"": 0.002259826865689508, ""right_interaction"": 0.8114585218758419, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.1862816646181304}",105,False,True
train__c09__user17__2-1-2,Pour_drinks,Wipe_windows_and_tables,Wipe_windows_and_tables,Wipe_windows_and_tables,0.3175686746152541,0.40701400459889914,0.36579350536816047,unchanged_wrong,unchanged_wrong,2,2,"{""global_context"": 2.1617786842398345e-05, ""left_interaction"": 0.669070053100586, ""right_interaction"": 0.22758517265319825, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.10332318544387817}","{""global_context"": 3.3552854716845105e-09, ""left_interaction"": 0.9231681823730469, ""right_interaction"": 0.04402539432048798, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.03280653953552246}",80,False,True
train__c09__user17__2-1-3,Pour_drinks,Pour_drinks,Pour_drinks,Pour_drinks,0.7144776136487576,0.7785230800185947,0.7680244329326943,retained_correct,retained_correct,1,1,"{""global_context"": 1.0493874120024535e-05, ""left_interaction"": 0.00011211556669038076, ""right_interaction"": 0.7012959993802584, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.2985813617706299}","{""global_context"": 1.0833078024373978e-11, ""left_interaction"": 0.00014529422892687412, ""right_interaction"": 0.9136700996985803, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.08618452915778527}",44,False,True
train__c09__user17__5-2-1,Pour_drinks,Mop_the_floor,Mop_the_floor,Mop_the_floor,0.5829436518097797,0.4379982165315426,0.584832776696524,unchanged_wrong,unchanged_wrong,17,22,"{""global_context"": 0.0004745192515353362, ""left_interaction"": 0.061434388160705566, ""right_interaction"": 0.747941705915663, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.19014937347835964}","{""global_context"": 7.694338993107723e-12, ""left_interaction"": 0.4346722496880425, ""right_interaction"": 0.354832304848565, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.21049544546339247}",69,False,True
train__c09__user17__5-2-2,Pour_drinks,Pour_drinks,Pour_drinks,Pour_drinks,0.689746756542336,0.7607090480825425,0.6930936869421985,retained_correct,retained_correct,1,1,"{""global_context"": 0.035358579262443214, ""left_interaction"": 0.1686139728711999, ""right_interaction"": 0.6657629013061523, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.1302645724752675}","{""global_context"": 7.341191615958688e-10, ""left_interaction"": 0.7043210734491763, ""right_interaction"": 0.26997186826623004, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.025707097157188084}",74,False,True
train__c09__user17__5-2-3,Pour_drinks,Wipe_windows_and_tables,Wipe_windows_and_tables,Wipe_windows_and_tables,0.6252470189543854,0.7217309607584935,0.6940505773825684,unchanged_wrong,unchanged_wrong,2,2,"{""global_context"": 0.00036482795673821656, ""left_interaction"": 0.021194504840033396, ""right_interaction"": 0.22726588589804514, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.7511748586382184}","{""global_context"": 1.131701557862844e-10, ""left_interaction"": 5.829943360627762e-05, ""right_interaction"": 0.6886427061898368, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.3112990174974714}",54,False,True
train__c09__user23__5-3-3,Pour_drinks,Stir_drinks,Take_and_use_tableware,Pour_drinks,0.3673720506139869,0.5603635721757902,0.5103144605145471,changed_wrong,rescued,2,1,"{""global_context"": 0.3981271425882975, ""left_interaction"": 0.1254256248474121, ""right_interaction"": 0.21437590916951496, ""hand_head_union"": 0.1953159968058268, ""two_hand_table_context"": 0.06675527890523275}","{""global_context"": 1.0, ""left_interaction"": 8.117353900161107e-10, ""right_interaction"": 1.736303308537875e-09, ""hand_head_union"": 5.778555041876151e-11, ""two_hand_table_context"": 3.938786482156805e-10}",132,True,True
train__c09__user4__1-2-1,Pour_drinks,Pour_drinks,Pour_drinks,Pour_drinks,0.6759430393258865,0.6140184265283503,0.4935464722911839,retained_correct,retained_correct,1,1,"{""global_context"": 0.06547002991040547, ""left_interaction"": 0.14768731594085693, ""right_interaction"": 0.6925477981567383, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.09429485599199931}","{""global_context"": 5.665662380730888e-07, ""left_interaction"": 0.09139861663182576, ""right_interaction"": 0.8668769200642904, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.04172383248806}",153,False,True
train__c09__user4__1-2-2,Pour_drinks,Stir_drinks,Stir_drinks,Pour_drinks,0.6296356158371921,0.5470953509225036,0.5907365010478203,unchanged_wrong,rescued,2,1,"{""global_context"": 0.08610535661379497, ""left_interaction"": 0.03960644950469335, ""right_interaction"": 0.8219274679819742, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.052360703547795616}","{""global_context"": 6.397821077068026e-06, ""left_interaction"": 0.6155532201131185, ""right_interaction"": 0.07497550547122955, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.3094649116198222}",186,False,True
train__c09__user4__1-2-3,Pour_drinks,Pour_drinks,Pour_drinks,Pour_drinks,0.32074762844542887,0.367782281214018,0.32874692597659466,retained_correct,retained_correct,1,1,"{""global_context"": 0.013698843618234, ""left_interaction"": 0.04169233640034994, ""right_interaction"": 0.29698793093363446, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.6476209163665771}","{""global_context"": 1.8294933094390824e-06, ""left_interaction"": 0.6399469375610352, ""right_interaction"": 0.12094383438428243, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.23910746971766153}",191,False,True
train__c09__user4__6-1-1,Pour_drinks,Pour_drinks,Pour_drinks,Pour_drinks,0.7165403390941142,0.8294507496543774,0.8833638686948163,retained_correct,retained_correct,1,1,"{""global_context"": 0.06617673238118489, ""left_interaction"": 0.4542398850123088, ""right_interaction"": 0.47841020425160724, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0011732108735789855}","{""global_context"": 0.9999810854593912, ""left_interaction"": 1.854388998860183e-05, ""right_interaction"": 7.810127537292526e-08, ""hand_head_union"": 0.0, ""two_hand_table_context"": 1.914027999797933e-07}",145,False,True
train__c09__user4__6-1-2,Pour_drinks,Stir_drinks,Pour_drinks,Pour_drinks,0.48348030153104604,0.7604732907018632,0.769637568317893,rescued,rescued,1,1,"{""global_context"": 0.0747290849685669, ""left_interaction"": 0.6233680248260498, ""right_interaction"": 0.30190300941467285, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}","{""global_context"": 0.9999814033508301, ""left_interaction"": 1.825740037020296e-05, ""right_interaction"": 3.7338232535451726e-07, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}",144,False,False
train__c09__user4__6-1-3,Pour_drinks,Pour_drinks,Pour_drinks,Pour_drinks,0.4802716150011036,0.5602137353480704,0.7467001000312175,retained_correct,retained_correct,1,1,"{""global_context"": 0.10952106741971748, ""left_interaction"": 0.45221727947856105, ""right_interaction"": 0.4149490622586982, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.023312729458476223}","{""global_context"": 0.9999924593193587, ""left_interaction"": 7.069293344609959e-06, ""right_interaction"": 4.565035640045481e-07, ""hand_head_union"": 0.0, ""two_hand_table_context"": 3.764731170735484e-08}",133,False,True
train__c10__user17__2-1-1,Stir_drinks,Pour_drinks,Pour_drinks,Pour_drinks,0.6776886517339351,0.6247348867491119,0.7602600102751637,unchanged_wrong,unchanged_wrong,9,5,"{""global_context"": 3.127686707585147e-05, ""left_interaction"": 0.13283777236938477, ""right_interaction"": 0.5858980236631451, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.28123294945919153}","{""global_context"": 2.3163526315894353e-10, ""left_interaction"": 0.03243261756318988, ""right_interaction"": 0.9549274444580078, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.012640097827622385}",132,False,True
train__c10__user17__2-1-2,Stir_drinks,Pour_drinks,Pour_drinks,Pour_drinks,0.7277412286114103,0.7914184070994839,0.8202365162048153,unchanged_wrong,unchanged_wrong,6,2,"{""global_context"": 1.8796873908805928e-06, ""left_interaction"": 0.9075450897216797, ""right_interaction"": 0.07820936611720494, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.014243655971118383}","{""global_context"": 6.8607676999883034e-09, ""left_interaction"": 0.9087320055280413, ""right_interaction"": 0.05576878786087036, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.035499136362757}",111,False,True
train__c10__user17__2-1-3,Stir_drinks,Pour_drinks,Pour_drinks,Pour_drinks,0.4766554829979333,0.5539262129531067,0.6557545621863461,unchanged_wrong,unchanged_wrong,2,2,"{""global_context"": 1.4097951035099951e-05, ""left_interaction"": 0.24241078983653674, ""right_interaction"": 0.7490025433627042, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.008572586558081886}","{""global_context"": 2.2662741437009323e-07, ""left_interaction"": 0.8313961896029386, ""right_interaction"": 0.06115960532968694, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.10744385285810991}",82,False,True
train__c10__user17__2-2-1,Stir_drinks,Wipe_windows_and_tables,Wipe_windows_and_tables,Wipe_windows_and_tables,0.27243196118000934,0.3218078140674461,0.3026696230472956,unchanged_wrong,unchanged_wrong,12,8,"{""global_context"": 0.9660913679334853, ""left_interaction"": 0.014563931359185113, ""right_interaction"": 0.0012691986781579476, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.018075612960038363}","{""global_context"": 0.9996583726671007, ""left_interaction"": 5.0508800928515416e-05, ""right_interaction"": 5.940796486188278e-07, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.00029040686786174774}",108,False,True
train__c10__user17__2-2-2,Stir_drinks,Wipe_windows_and_tables,Wipe_windows_and_tables,Wipe_windows_and_tables,0.36197329485884905,0.3642704632320383,0.4021334919040433,unchanged_wrong,unchanged_wrong,13,9,"{""global_context"": 0.5995208876473563, ""left_interaction"": 0.21818276814052037, ""right_interaction"": 0.05922592111996242, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.12307035071509224}","{""global_context"": 0.9994430541992188, ""left_interaction"": 6.455633722777878e-05, ""right_interaction"": 1.1220084031395215e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0004912604843931538}",109,False,True
train__c10__user17__2-2-3,Stir_drinks,Tap_the_keyboard,Tap_the_keyboard,Tap_the_keyboard,0.37222795828061067,0.4585282522753779,0.41431325291870413,unchanged_wrong,unchanged_wrong,10,10,"{""global_context"": 0.8516592979431152, ""left_interaction"": 0.04004129767417908, ""right_interaction"": 0.00011641649762168526, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.10818305015563964}","{""global_context"": 0.9993810653686523, ""left_interaction"": 0.00021800892427563666, ""right_interaction"": 5.943801625107881e-07, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0004003533162176609}",80,False,True
train__c10__user17__5-2-1,Stir_drinks,Stir_drinks,Stir_drinks,Wipe_bowls,0.5745905072371883,0.6685107345201831,0.6281537426014794,retained_correct,harmed,1,2,"{""global_context"": 1.6321447963657028e-06, ""left_interaction"": 0.6606111959977583, ""right_interaction"": 0.2943750294772061, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.045012241060083565}","{""global_context"": 2.3465784951523263e-08, ""left_interaction"": 0.5690964785489169, ""right_interaction"": 0.2326587980443781, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.19824465838345615}",84,False,True
train__c10__user17__5-2-2,Stir_drinks,Stir_drinks,Stir_drinks,Stir_drinks,0.7787841089141693,0.942994689714273,0.6926824439884005,retained_correct,retained_correct,1,1,"{""global_context"": 2.9375719634572306e-08, ""left_interaction"": 0.14478141069412231, ""right_interaction"": 0.8545656204223633, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0006530042737722397}","{""global_context"": 3.7127804534501746e-10, ""left_interaction"": 0.8978758653004965, ""right_interaction"": 0.0003504448104649782, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.10177367925643921}",39,False,True
train__c10__user17__5-2-3,Stir_drinks,Stir_drinks,Stir_drinks,Stir_drinks,0.5685094497476839,0.8532763815353298,0.49507235859601745,retained_correct,retained_correct,1,1,"{""global_context"": 0.000533284991979599, ""left_interaction"": 0.009726669390996296, ""right_interaction"": 0.922770881652832, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.06696927547454834}","{""global_context"": 1.0009730821991525e-10, ""left_interaction"": 0.8945344924926758, ""right_interaction"": 0.0004634134160975615, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.10500209331512451}",59,False,True
train__c10__user23__5-3-3,Stir_drinks,Pour_drinks,Pour_drinks,Pour_drinks,0.46558741889966826,0.598447017055191,0.6304459057343029,unchanged_wrong,unchanged_wrong,2,2,"{""global_context"": 0.2019287177494594, ""left_interaction"": 0.6681889806474958, ""right_interaction"": 0.09687003067561559, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.033012287957327704}","{""global_context"": 1.0, ""left_interaction"": 2.1009785181444076e-11, ""right_interaction"": 5.620698192590875e-10, ""hand_head_union"": 0.0, ""two_hand_table_context"": 5.167232217503529e-12}",28,False,True
train__c10__user4__1-2-1,Stir_drinks,Pour_drinks,Take_and_use_tableware,Pour_drinks,0.3811715893608895,0.45368230678476584,0.44265089490497145,changed_wrong,unchanged_wrong,5,3,"{""global_context"": 0.02538363500074907, ""left_interaction"": 0.49802150148333924, ""right_interaction"": 0.43599264549486566, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.040602192734227036}","{""global_context"": 2.439855961711146e-08, ""left_interaction"": 0.0065165473656220866, ""right_interaction"": 0.8876025459983132, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.1058808962504069}",103,False,True
train__c10__user4__1-2-2,Stir_drinks,Take_medicine,Massage_oneself,Take_medicine,0.49015232880247805,0.28216942160705605,0.4084183484995921,changed_wrong,unchanged_wrong,14,13,"{""global_context"": 1.0966182583759195e-06, ""left_interaction"": 0.26269202483327764, ""right_interaction"": 0.7372925407008121, ""hand_head_union"": 0.0, ""two_hand_table_context"": 1.4215092003149421e-05}","{""global_context"": 8.816044035149005e-09, ""left_interaction"": 0.9946251919395045, ""right_interaction"": 3.5918331521220113e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.005371437653114921}",117,False,True
train__c10__user4__1-2-3,Stir_drinks,Stir_drinks,Stir_drinks,Pour_drinks,0.41084143895833425,0.4293717680142225,0.37431396842588804,retained_correct,harmed,1,2,"{""global_context"": 0.024945985812407274, ""left_interaction"": 0.15027328637930062, ""right_interaction"": 0.8209205040564904, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.003860310579721744}","{""global_context"": 4.823732874333823e-07, ""left_interaction"": 0.9488161527193509, ""right_interaction"": 7.601942007358257e-05, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.05110736993642954}",80,False,True
train__c10__user4__5-1-1,Stir_drinks,Take_medicine,Stir_drinks,Take_medicine,0.27891632777732317,0.3285784313283507,0.2961551232161631,rescued,unchanged_wrong,1,11,"{""global_context"": 1.0686324047881612e-10, ""left_interaction"": 6.575828592758626e-07, ""right_interaction"": 0.9999991257985433, ""hand_head_union"": 0.0, ""two_hand_table_context"": 1.6989787354759756e-07}","{""global_context"": 2.5545381276970147e-07, ""left_interaction"": 0.985749880472819, ""right_interaction"": 0.0006775993388146162, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.013572280605634054}",150,False,True
train__c10__user4__5-1-2,Stir_drinks,Take_medicine,Comb_hair,Comb_hair,0.2869204219121216,0.30780616522065274,0.22374321067414674,changed_wrong,changed_wrong,4,14,"{""global_context"": 2.911295572024149e-07, ""left_interaction"": 0.005290697639187177, ""right_interaction"": 0.9946082433064779, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.00010074450983665884}","{""global_context"": 2.4226526799490483e-07, ""left_interaction"": 0.8328814506530762, ""right_interaction"": 0.00021953933173790574, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.16689874728520712}",155,False,True
train__c10__user4__5-1-3,Stir_drinks,Wipe_hands,Stir_drinks,Wipe_hands,0.24170622194806374,0.7342353670787359,0.27122526802639635,rescued,unchanged_wrong,1,2,"{""global_context"": 4.893732744140725e-11, ""left_interaction"": 1.771027663616459e-08, ""right_interaction"": 0.999999858714916, ""hand_head_union"": 0.0, ""two_hand_table_context"": 1.4150476056750416e-07}","{""global_context"": 5.958610539959476e-08, ""left_interaction"": 0.986127288253219, ""right_interaction"": 0.0007120992436453149, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.013160462732668276}",88,False,True
train__c11__user17__7-2-1,Peel_fruits,Stir_drinks,Peel_fruits,Wipe_bowls,0.4297136279758847,0.5900814453561031,0.2676299123019494,rescued,changed_wrong,1,2,"{""global_context"": 2.7842970178803294e-05, ""left_interaction"": 0.2745035683236471, ""right_interaction"": 0.6186204770716225, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.10684825152885623}","{""global_context"": 6.287678887036502e-10, ""left_interaction"": 0.8535949893114043, ""right_interaction"": 0.015887078715533746, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.13051802937577411}",162,False,True
train__c11__user17__7-2-2,Peel_fruits,Peel_fruits,Peel_fruits,Peel_fruits,0.9264324923388408,0.9752765804510335,0.9234051984259694,retained_correct,retained_correct,1,1,"{""global_context"": 0.00016853313094803264, ""left_interaction"": 0.6717579977852958, ""right_interaction"": 0.15611084529331754, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.1719625745500837}","{""global_context"": 1.8412153072030637e-10, ""left_interaction"": 0.4787935529436384, ""right_interaction"": 0.016721045970916747, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.5044853755405971}",134,False,True
train__c11__user17__7-2-3,Peel_fruits,Peel_fruits,Peel_fruits,Peel_fruits,0.8548175873256983,0.9499752984947305,0.8664459249787747,retained_correct,retained_correct,1,1,"{""global_context"": 0.00175078112918597, ""left_interaction"": 0.5886984971853403, ""right_interaction"": 0.18277487388023964, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.2267757929288424}","{""global_context"": 6.301266517119495e-10, ""left_interaction"": 0.7049256104689378, ""right_interaction"": 0.028301970316813543, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.2667723619020902}",101,False,True
train__c11__user24__4-2-1,Peel_fruits,Peel_fruits,Peel_fruits,Peel_fruits,0.919928116335856,0.9727948830747046,0.6015579135004382,retained_correct,retained_correct,1,1,"{""global_context"": 0.000410544181553026, ""left_interaction"": 0.5512118736902872, ""right_interaction"": 0.28206272919972736, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.1663148601849874}","{""global_context"": 6.365711669786833e-06, ""left_interaction"": 0.8387386798858643, ""right_interaction"": 0.08098472158114116, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.08027021586894989}",192,False,True
train__c11__user24__4-2-2,Peel_fruits,Peel_fruits,Peel_fruits,Peel_fruits,0.9306099725367237,0.9752820718141094,0.8919971780469387,retained_correct,retained_correct,1,1,"{""global_context"": 0.0018525587705274422, ""left_interaction"": 0.202763040860494, ""right_interaction"": 0.5649923086166382, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.23039209842681885}","{""global_context"": 1.6931130327672388e-05, ""left_interaction"": 0.8291819095611572, ""right_interaction"": 0.05629826088746389, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.11450278759002686}",177,False,True
train__c11__user24__4-2-3,Peel_fruits,Peel_fruits,Peel_fruits,Peel_fruits,0.8153346151122554,0.8848163489508107,0.48470762343314056,retained_correct,retained_correct,1,1,"{""global_context"": 0.00032778943960483256, ""left_interaction"": 0.3350937549884503, ""right_interaction"": 0.4319769785954402, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.23260144086984488}","{""global_context"": 1.029649306124506e-05, ""left_interaction"": 0.8542795914870042, ""right_interaction"": 0.06662703018922073, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.07908309423006497}",104,False,True
train__c11__user4__1-2-1,Peel_fruits,Take_and_use_tableware,Take_and_use_tableware,Take_and_use_tableware,0.5172316960516724,0.8590105658031992,0.4571770354423499,unchanged_wrong,unchanged_wrong,4,5,"{""global_context"": 0.027274837096532185, ""left_interaction"": 0.5192269086837769, ""right_interaction"": 0.4534984032313029, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}","{""global_context"": 1.3591269976132025e-07, ""left_interaction"": 0.0014150682836771011, ""right_interaction"": 0.9985849062601725, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0}",144,False,False
train__c11__user4__1-2-2,Peel_fruits,Stir_drinks,Stir_drinks,Wipe_bowls,0.6966153079097699,0.6240581773089655,0.49156029046840866,unchanged_wrong,changed_wrong,2,6,"{""global_context"": 0.08048158884048462, ""left_interaction"": 0.4585641225179036, ""right_interaction"": 0.3525685469309489, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.10838582118352254}","{""global_context"": 2.8509033048370234e-06, ""left_interaction"": 0.8194397290547689, ""right_interaction"": 0.0005648281658068299, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.17999257644017538}",184,False,True
train__c11__user4__1-2-3,Peel_fruits,Pour_drinks,Pour_drinks,Pour_drinks,0.8411859588297316,0.863209211628757,0.8583737915647589,unchanged_wrong,unchanged_wrong,12,9,"{""global_context"": 0.43663753162730823, ""left_interaction"": 0.0908052000132474, ""right_interaction"": 0.27534662593494763, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.19721078872680664}","{""global_context"": 1.3462115682407536e-05, ""left_interaction"": 0.8484071384776722, ""right_interaction"": 0.13702389326962558, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.01455554095181552}",86,False,True
train__c11__user4__2-1-1,Peel_fruits,Stir_drinks,Stir_drinks,Stir_drinks,0.8143553482578678,0.9620244025654742,0.6753549328895876,unchanged_wrong,unchanged_wrong,3,4,"{""global_context"": 0.02931265133183177, ""left_interaction"": 0.6862460345756717, ""right_interaction"": 7.014082756341384e-09, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.28444131990758387}","{""global_context"": 0.9999543166742092, ""left_interaction"": 2.606777565144911e-05, ""right_interaction"": 4.68380827309064e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 1.502728867685286e-05}",162,False,True
train__c11__user4__2-1-2,Peel_fruits,Drink_water,Drink_water,Drink_water,0.8322715511059038,0.7806914523999579,0.8302288512563902,unchanged_wrong,unchanged_wrong,6,4,"{""global_context"": 0.46358251571655273, ""left_interaction"": 0.19923762480417886, ""right_interaction"": 0.05546367168426514, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.2817162407769097}","{""global_context"": 0.9999627007378472, ""left_interaction"": 1.7793006716399556e-05, ""right_interaction"": 1.1757658891535053e-05, ""hand_head_union"": 0.0, ""two_hand_table_context"": 7.793195739698907e-06}",71,False,True
train__c11__user4__2-1-3,Peel_fruits,Drink_water,Drink_water,Drink_water,0.7118925563808779,0.839810572879262,0.7512343600475319,unchanged_wrong,unchanged_wrong,6,4,"{""global_context"": 0.36222378960971174, ""left_interaction"": 0.5344297803681473, ""right_interaction"": 0.04550415483014337, ""hand_head_union"": 0.006400197230536362, ""two_hand_table_context"": 0.05144217507592563}","{""global_context"": 0.9999771118164062, ""left_interaction"": 1.3100081685416657e-05, ""right_interaction"": 5.019628964685675e-06, ""hand_head_union"": 1.1746588229314134e-07, ""two_hand_table_context"": 4.624434072395851e-06}",122,True,True
train__c11__user4__6-1-1,Peel_fruits,Peel_fruits,Pour_drinks,Peel_fruits,0.5529683015465241,0.3333414835062021,0.5672119693562746,harmed,retained_correct,3,1,"{""global_context"": 0.9074231928045099, ""left_interaction"": 0.047820578921924935, ""right_interaction"": 1.2322389838201078e-06, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.044755000959743156}","{""global_context"": 0.9995524666526101, ""left_interaction"": 0.00023557789708403024, ""right_interaction"": 6.622094026004726e-05, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0001458487981422381}",174,False,True
train__c11__user4__6-1-2,Peel_fruits,Stir_drinks,Stir_drinks,Peel_fruits,0.39022930339186634,0.41591325178185334,0.41293165853655006,unchanged_wrong,rescued,3,1,"{""global_context"": 0.81276535987854, ""left_interaction"": 0.12443808714548747, ""right_interaction"": 0.00021507612351949015, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.06258141497770946}","{""global_context"": 0.9994525909423828, ""left_interaction"": 0.00029853688708196086, ""right_interaction"": 0.00015575025463476777, ""hand_head_union"": 0.0, ""two_hand_table_context"": 9.304411166037123e-05}",172,False,True
train__c11__user4__6-1-3,Peel_fruits,Stir_drinks,Peel_fruits,Stir_drinks,0.5758656618841345,0.3824529683860152,0.4540622037503943,rescued,unchanged_wrong,1,2,"{""global_context"": 0.3113078854300759, ""left_interaction"": 0.20795947855169122, ""right_interaction"": 0.0017559397965669632, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.4789767265319824}","{""global_context"": 0.9992487647316672, ""left_interaction"": 0.0005059348927302794, ""right_interaction"": 0.00012202532326971942, ""hand_head_union"": 0.0, ""two_hand_table_context"": 0.0001231899738989093}",85,False,True
