sample_id,user_id,fold,label,c1_prediction,t2_prediction,c1_correct,t2_correct,retained_length,length_bucket,outcome
train__c06__user9__3-2-1,user9,0,6,6,6,True,True,36,32-63,both_correct
train__c06__user9__3-2-2,user9,0,6,6,6,True,True,24,16-31,both_correct
train__c06__user9__3-2-3,user9,0,6,6,6,True,True,19,16-31,both_correct
train__c06__user9__7-2-1,user9,0,6,6,6,True,True,15,<=15,both_correct
train__c06__user9__7-2-2,user9,0,6,6,6,True,True,9,<=15,both_correct
train__c06__user9__7-2-3,user9,0,6,6,7,True,False,14,<=15,c1_only
train__c07__user16__1-2-1,user16,1,7,7,7,True,True,22,16-31,both_correct
train__c07__user16__1-2-2,user16,1,7,7,7,True,True,26,16-31,both_correct
train__c07__user16__1-2-3,user16,1,7,7,7,True,True,23,16-31,both_correct
train__c07__user16__5-2-1,user16,1,7,7,7,True,True,28,16-31,both_correct
train__c07__user16__5-2-2,user16,1,7,7,38,True,False,32,32-63,c1_only
train__c07__user16__5-2-3,user16,1,7,7,38,True,False,16,16-31,c1_only
train__c07__user16__6-2-1,user16,1,7,7,7,True,True,23,16-31,both_correct
train__c07__user16__6-2-2,user16,1,7,7,7,True,True,29,16-31,both_correct
train__c07__user16__6-2-3,user16,1,7,7,7,True,True,35,32-63,both_correct
train__c07__user16__7-2-1,user16,1,7,7,7,True,True,41,32-63,both_correct
train__c07__user16__7-2-2,user16,1,7,7,7,True,True,21,16-31,both_correct
train__c07__user16__7-2-3,user16,1,7,7,7,True,True,27,16-31,both_correct
train__c07__user18__7-2-1,user18,0,7,7,7,True,True,19,16-31,both_correct
train__c07__user18__7-2-2,user18,0,7,7,7,True,True,12,<=15,both_correct
train__c07__user18__7-2-3,user18,0,7,7,6,True,False,26,16-31,c1_only
train__c07__user19__7-2-1,user19,2,7,7,7,True,True,23,16-31,both_correct
train__c07__user19__7-2-2,user19,2,7,7,7,True,True,26,16-31,both_correct
train__c07__user19__7-2-3,user19,2,7,10,10,False,False,20,16-31,both_wrong
train__c07__user1__1-2-1,user1,1,7,7,7,True,True,55,32-63,both_correct
train__c07__user1__1-2-2,user1,1,7,7,7,True,True,55,32-63,both_correct
train__c07__user1__3-1-1,user1,1,7,6,6,False,False,37,32-63,both_wrong
train__c07__user1__3-1-2,user1,1,7,6,6,False,False,29,16-31,both_wrong
train__c07__user1__3-1-3,user1,1,7,6,20,False,False,15,<=15,both_wrong
train__c07__user1__4-1-1,user1,1,7,6,6,False,False,92,>=64,both_wrong
train__c07__user1__4-1-2,user1,1,7,6,6,False,False,84,>=64,both_wrong
train__c07__user1__4-1-3,user1,1,7,6,6,False,False,45,32-63,both_wrong
train__c07__user1__6-1-1,user1,1,7,6,6,False,False,27,16-31,both_wrong
train__c07__user1__6-1-2,user1,1,7,7,7,True,True,33,32-63,both_correct
train__c07__user1__6-1-3,user1,1,7,7,38,True,False,19,16-31,c1_only
train__c07__user20__2-1-1,user20,0,7,6,6,False,False,34,32-63,both_wrong
train__c07__user20__2-1-2,user20,0,7,6,6,False,False,39,32-63,both_wrong
train__c07__user20__2-1-3,user20,0,7,6,6,False,False,14,<=15,both_wrong
train__c07__user20__3-1-1,user20,0,7,6,6,False,False,46,32-63,both_wrong
train__c07__user20__3-1-2,user20,0,7,6,6,False,False,54,32-63,both_wrong
train__c07__user20__3-1-3,user20,0,7,6,6,False,False,29,16-31,both_wrong
train__c07__user20__7-1-1,user20,0,7,7,7,True,True,25,16-31,both_correct
train__c07__user20__7-1-2,user20,0,7,7,6,True,False,26,16-31,c1_only
train__c07__user20__7-1-3,user20,0,7,7,6,True,False,26,16-31,c1_only
train__c07__user21__7-1-1,user21,0,7,9,39,False,False,16,16-31,both_wrong
train__c07__user21__7-1-2,user21,0,7,6,7,False,True,12,<=15,t2_only
train__c07__user21__7-1-3,user21,0,7,6,7,False,True,17,16-31,t2_only
train__c07__user22__3-1-1,user22,2,7,37,37,False,False,22,16-31,both_wrong
train__c07__user22__3-1-2,user22,2,7,37,37,False,False,22,16-31,both_wrong
train__c07__user22__3-3-1,user22,2,7,7,7,True,True,35,32-63,both_correct
train__c07__user22__3-3-2,user22,2,7,7,7,True,True,21,16-31,both_correct
train__c07__user22__3-3-3,user22,2,7,7,7,True,True,9,<=15,both_correct
train__c07__user22__4-3-1,user22,2,7,6,6,False,False,28,16-31,both_wrong
train__c07__user22__4-3-2,user22,2,7,23,6,False,False,20,16-31,both_wrong
train__c07__user22__4-3-3,user22,2,7,23,23,False,False,16,16-31,both_wrong
train__c07__user22__6-2-1,user22,2,7,23,6,False,False,1,<=15,both_wrong
train__c07__user22__6-2-2,user22,2,7,19,6,False,False,13,<=15,both_wrong
train__c07__user22__6-2-3,user22,2,7,23,6,False,False,8,<=15,both_wrong
train__c07__user2__1-2-1,user2,1,7,8,4,False,False,26,16-31,both_wrong
train__c07__user2__1-2-2,user2,1,7,8,7,False,True,7,<=15,t2_only
train__c07__user2__1-2-3,user2,1,7,7,8,True,False,4,<=15,c1_only
train__c07__user2__2-1-1,user2,1,7,11,11,False,False,9,<=15,both_wrong
train__c07__user2__2-1-2,user2,1,7,10,10,False,False,5,<=15,both_wrong
train__c07__user2__2-1-3,user2,1,7,11,10,False,False,4,<=15,both_wrong
train__c07__user2__2-2-1,user2,1,7,23,23,False,False,17,16-31,both_wrong
train__c07__user2__2-2-2,user2,1,7,6,6,False,False,18,16-31,both_wrong
train__c07__user2__2-2-3,user2,1,7,6,23,False,False,11,<=15,both_wrong
train__c07__user2__4-2-1,user2,1,7,7,7,True,True,9,<=15,both_correct
train__c07__user2__4-2-2,user2,1,7,9,1,False,False,12,<=15,both_wrong
train__c07__user2__4-2-3,user2,1,7,1,1,False,False,4,<=15,both_wrong
train__c07__user2__7-2-1,user2,1,7,11,11,False,False,15,<=15,both_wrong
train__c07__user2__7-2-2,user2,1,7,7,7,True,True,8,<=15,both_correct
train__c07__user2__7-2-3,user2,1,7,7,7,True,True,14,<=15,both_correct
train__c07__user3__4-1-1,user3,0,7,7,26,True,False,53,32-63,c1_only
train__c07__user3__4-1-2,user3,0,7,7,26,True,False,13,<=15,c1_only
train__c07__user3__4-1-3,user3,0,7,7,24,True,False,4,<=15,c1_only
train__c07__user3__5-2-1,user3,0,7,7,7,True,True,19,16-31,both_correct
train__c07__user3__5-2-2,user3,0,7,7,7,True,True,10,<=15,both_correct
train__c07__user3__5-2-3,user3,0,7,7,7,True,True,19,16-31,both_correct
train__c07__user3__6-1-1,user3,0,7,7,7,True,True,7,<=15,both_correct
train__c07__user3__6-1-2,user3,0,7,7,7,True,True,11,<=15,both_correct
train__c07__user3__6-1-3,user3,0,7,6,6,False,False,5,<=15,both_wrong
train__c07__user3__7-1-1,user3,0,7,7,7,True,True,14,<=15,both_correct
train__c07__user3__7-1-2,user3,0,7,7,7,True,True,16,16-31,both_correct
train__c07__user3__7-1-3,user3,0,7,7,7,True,True,6,<=15,both_correct
train__c07__user5__1-2-1,user5,2,7,7,7,True,True,25,16-31,both_correct
train__c07__user5__1-2-2,user5,2,7,7,7,True,True,54,32-63,both_correct
train__c07__user5__1-2-3,user5,2,7,6,7,False,True,22,16-31,t2_only
train__c07__user5__2-1-1,user5,2,7,17,17,False,False,38,32-63,both_wrong
train__c07__user5__2-1-2,user5,2,7,17,17,False,False,36,32-63,both_wrong
train__c07__user5__2-1-3,user5,2,7,17,17,False,False,39,32-63,both_wrong
train__c07__user5__3-2-1,user5,2,7,7,7,True,True,42,32-63,both_correct
train__c07__user5__3-2-2,user5,2,7,7,7,True,True,55,32-63,both_correct
train__c07__user5__3-2-3,user5,2,7,7,7,True,True,51,32-63,both_correct
train__c07__user5__6-2-1,user5,2,7,7,7,True,True,42,32-63,both_correct
train__c07__user5__6-2-2,user5,2,7,7,7,True,True,52,32-63,both_correct
train__c07__user5__6-2-3,user5,2,7,7,7,True,True,34,32-63,both_correct
train__c07__user6__1-2-1,user6,2,7,11,9,False,False,32,32-63,both_wrong
train__c07__user6__1-2-2,user6,2,7,11,11,False,False,20,16-31,both_wrong
train__c07__user6__1-2-3,user6,2,7,1,7,False,True,9,<=15,t2_only
train__c07__user6__5-2-1,user6,2,7,7,7,True,True,17,16-31,both_correct
train__c07__user6__5-2-2,user6,2,7,7,7,True,True,15,<=15,both_correct
train__c07__user6__5-2-3,user6,2,7,7,7,True,True,27,16-31,both_correct
train__c07__user6__6-2-1,user6,2,7,1,1,False,False,21,16-31,both_wrong
train__c07__user6__6-2-3,user6,2,7,2,1,False,False,26,16-31,both_wrong
train__c07__user6__7-2-1,user6,2,7,8,8,False,False,40,32-63,both_wrong
train__c07__user6__7-2-2,user6,2,7,2,8,False,False,34,32-63,both_wrong
train__c07__user6__7-2-3,user6,2,7,8,8,False,False,30,16-31,both_wrong
train__c07__user7__1-2-1,user7,2,7,20,20,False,False,21,16-31,both_wrong
train__c07__user7__1-2-2,user7,2,7,23,23,False,False,12,<=15,both_wrong
train__c07__user7__1-2-3,user7,2,7,19,19,False,False,17,16-31,both_wrong
train__c07__user7__2-2-1,user7,2,7,26,19,False,False,25,16-31,both_wrong
train__c07__user7__2-2-2,user7,2,7,19,19,False,False,24,16-31,both_wrong
train__c07__user7__2-2-3,user7,2,7,26,26,False,False,25,16-31,both_wrong
train__c07__user7__3-2-1,user7,2,7,7,7,True,True,13,<=15,both_correct
train__c07__user7__3-2-2,user7,2,7,7,7,True,True,12,<=15,both_correct
train__c07__user7__3-2-3,user7,2,7,8,8,False,False,10,<=15,both_wrong
train__c07__user7__5-3-1,user7,2,7,17,21,False,False,32,32-63,both_wrong
train__c07__user7__5-3-2,user7,2,7,19,19,False,False,23,16-31,both_wrong
train__c07__user7__5-3-3,user7,2,7,11,11,False,False,16,16-31,both_wrong
train__c07__user7__7-2-1,user7,2,7,6,7,False,True,26,16-31,t2_only
train__c07__user7__7-2-2,user7,2,7,7,7,True,True,17,16-31,both_correct
train__c07__user8__7-2-1,user8,1,7,6,6,False,False,48,32-63,both_wrong
train__c07__user8__7-2-2,user8,1,7,6,6,False,False,50,32-63,both_wrong
train__c07__user8__7-2-3,user8,1,7,6,6,False,False,18,16-31,both_wrong
train__c07__user9__7-2-1,user9,0,7,7,10,True,False,3,<=15,c1_only
train__c07__user9__7-2-2,user9,0,7,10,10,False,False,4,<=15,both_wrong
train__c07__user9__7-2-3,user9,0,7,10,10,False,False,6,<=15,both_wrong
train__c08__user16__6-2-1,user16,1,8,10,10,False,False,19,16-31,both_wrong
train__c08__user16__6-2-2,user16,1,8,10,10,False,False,17,16-31,both_wrong
train__c08__user16__6-2-3,user16,1,8,9,9,False,False,41,32-63,both_wrong
train__c08__user19__7-2-1,user19,2,8,9,9,False,False,25,16-31,both_wrong
train__c08__user19__7-2-2,user19,2,8,9,9,False,False,21,16-31,both_wrong
train__c08__user19__7-2-3,user19,2,8,11,10,False,False,16,16-31,both_wrong
train__c08__user1__1-2-1,user1,1,8,4,4,False,False,27,16-31,both_wrong
train__c08__user1__1-2-2,user1,1,8,4,4,False,False,25,16-31,both_wrong
train__c08__user1__2-1-1,user1,1,8,9,9,False,False,50,32-63,both_wrong
train__c08__user1__2-1-2,user1,1,8,8,9,True,False,32,32-63,c1_only
train__c08__user1__2-1-3,user1,1,8,9,9,False,False,43,32-63,both_wrong
train__c08__user1__4-1-1,user1,1,8,11,21,False,False,23,16-31,both_wrong
train__c08__user1__4-1-2,user1,1,8,11,11,False,False,22,16-31,both_wrong
train__c08__user1__5-1-1,user1,1,8,34,34,False,False,22,16-31,both_wrong
train__c08__user1__5-1-2,user1,1,8,17,34,False,False,15,<=15,both_wrong
train__c08__user1__5-1-3,user1,1,8,18,34,False,False,13,<=15,both_wrong
train__c08__user20__2-1-1,user20,0,8,6,6,False,False,20,16-31,both_wrong
train__c08__user20__2-1-2,user20,0,8,6,2,False,False,14,<=15,both_wrong
train__c08__user20__2-1-3,user20,0,8,6,8,False,True,13,<=15,t2_only
train__c08__user21__2-1-1,user21,0,8,6,8,False,True,70,>=64,t2_only
train__c08__user21__2-1-2,user21,0,8,6,8,False,True,75,>=64,t2_only
train__c08__user21__2-1-3,user21,0,8,6,8,False,True,33,32-63,t2_only
train__c08__user21__3-1-1,user21,0,8,36,36,False,False,20,16-31,both_wrong
train__c08__user21__7-1-1,user21,0,8,9,9,False,False,10,<=15,both_wrong
train__c08__user21__7-1-2,user21,0,8,9,9,False,False,9,<=15,both_wrong
train__c08__user21__7-1-3,user21,0,8,9,9,False,False,16,16-31,both_wrong
train__c08__user22__2-1-1,user22,2,8,8,8,True,True,42,32-63,both_correct
train__c08__user22__2-1-2,user22,2,8,8,8,True,True,49,32-63,both_correct
train__c08__user22__2-1-3,user22,2,8,8,8,True,True,23,16-31,both_correct
train__c08__user22__6-2-1,user22,2,8,9,9,False,False,26,16-31,both_wrong
train__c08__user22__6-2-2,user22,2,8,15,9,False,False,21,16-31,both_wrong
train__c08__user22__6-2-3,user22,2,8,9,10,False,False,15,<=15,both_wrong
train__c08__user2__1-2-1,user2,1,8,8,8,True,True,32,32-63,both_correct
train__c08__user2__1-2-2,user2,1,8,4,4,False,False,30,16-31,both_wrong
train__c08__user2__1-2-3,user2,1,8,9,9,False,False,21,16-31,both_wrong
train__c08__user2__2-1-1,user2,1,8,8,2,True,False,40,32-63,c1_only
train__c08__user2__2-1-2,user2,1,8,10,10,False,False,80,>=64,both_wrong
train__c08__user2__2-1-3,user2,1,8,10,6,False,False,40,32-63,both_wrong
train__c08__user2__2-2-1,user2,1,8,17,17,False,False,58,32-63,both_wrong
train__c08__user2__2-2-2,user2,1,8,8,21,True,False,57,32-63,c1_only
train__c08__user2__2-2-3,user2,1,8,17,22,False,False,27,16-31,both_wrong
train__c08__user2__4-2-1,user2,1,8,4,4,False,False,78,>=64,both_wrong
train__c08__user2__4-2-2,user2,1,8,4,4,False,False,80,>=64,both_wrong
train__c08__user2__4-2-3,user2,1,8,9,9,False,False,53,32-63,both_wrong
train__c08__user3__4-1-1,user3,0,8,26,26,False,False,11,<=15,both_wrong
train__c08__user3__4-1-2,user3,0,8,17,26,False,False,10,<=15,both_wrong
train__c08__user3__4-1-3,user3,0,8,17,26,False,False,11,<=15,both_wrong
train__c08__user3__5-1-1,user3,0,8,7,7,False,False,23,16-31,both_wrong
train__c08__user3__5-1-2,user3,0,8,7,7,False,False,10,<=15,both_wrong
train__c08__user3__5-1-3,user3,0,8,9,9,False,False,14,<=15,both_wrong
train__c08__user3__5-2-1,user3,0,8,23,26,False,False,35,32-63,both_wrong
train__c08__user3__5-2-2,user3,0,8,20,26,False,False,20,16-31,both_wrong
train__c08__user3__5-2-3,user3,0,8,23,26,False,False,41,32-63,both_wrong
train__c08__user3__6-1-1,user3,0,8,7,7,False,False,27,16-31,both_wrong
train__c08__user3__6-1-2,user3,0,8,10,10,False,False,42,32-63,both_wrong
train__c08__user3__6-1-3,user3,0,8,9,9,False,False,19,16-31,both_wrong
train__c08__user6__1-2-1,user6,2,8,9,9,False,False,30,16-31,both_wrong
train__c08__user6__1-2-2,user6,2,8,9,9,False,False,23,16-31,both_wrong
train__c08__user6__1-2-3,user6,2,8,8,8,True,True,13,<=15,both_correct
train__c08__user6__2-1-1,user6,2,8,9,9,False,False,61,32-63,both_wrong
train__c08__user6__2-1-2,user6,2,8,9,9,False,False,40,32-63,both_wrong
train__c08__user6__2-1-3,user6,2,8,9,9,False,False,37,32-63,both_wrong
train__c08__user6__2-3-1,user6,2,8,7,7,False,False,41,32-63,both_wrong
train__c08__user6__2-3-2,user6,2,8,7,7,False,False,50,32-63,both_wrong
train__c08__user6__2-3-3,user6,2,8,11,11,False,False,52,32-63,both_wrong
train__c08__user6__6-2-1,user6,2,8,1,1,False,False,24,16-31,both_wrong
train__c08__user6__6-2-2,user6,2,8,8,8,True,True,13,<=15,both_correct
train__c08__user6__6-2-3,user6,2,8,2,1,False,False,32,32-63,both_wrong
train__c08__user6__7-2-1,user6,2,8,9,9,False,False,24,16-31,both_wrong
train__c08__user6__7-2-2,user6,2,8,9,9,False,False,23,16-31,both_wrong
train__c08__user6__7-2-3,user6,2,8,9,9,False,False,15,<=15,both_wrong
train__c08__user7__1-2-1,user7,2,8,9,9,False,False,23,16-31,both_wrong
train__c08__user7__1-2-2,user7,2,8,20,20,False,False,7,<=15,both_wrong
train__c08__user7__1-2-3,user7,2,8,20,20,False,False,14,<=15,both_wrong
train__c08__user7__2-1-1,user7,2,8,5,31,False,False,38,32-63,both_wrong
train__c08__user7__2-1-2,user7,2,8,31,31,False,False,43,32-63,both_wrong
train__c08__user7__2-1-3,user7,2,8,5,5,False,False,36,32-63,both_wrong
train__c08__user7__3-2-1,user7,2,8,8,8,True,True,10,<=15,both_correct
train__c08__user7__3-2-2,user7,2,8,36,8,False,True,25,16-31,t2_only
train__c08__user7__3-2-3,user7,2,8,36,36,False,False,10,<=15,both_wrong
train__c08__user7__5-3-1,user7,2,8,11,11,False,False,18,16-31,both_wrong
train__c08__user7__5-3-2,user7,2,8,11,11,False,False,17,16-31,both_wrong
train__c08__user7__5-3-3,user7,2,8,11,11,False,False,9,<=15,both_wrong
train__c09__user16__1-2-1,user16,1,9,9,9,True,True,37,32-63,both_correct
train__c09__user16__1-2-2,user16,1,9,9,9,True,True,56,32-63,both_correct
train__c09__user16__1-2-3,user16,1,9,9,9,True,True,31,16-31,both_correct
train__c09__user16__2-1-1,user16,1,9,10,10,False,False,41,32-63,both_wrong
train__c09__user16__2-1-2,user16,1,9,10,10,False,False,20,16-31,both_wrong
train__c09__user16__2-1-3,user16,1,9,10,10,False,False,24,16-31,both_wrong
train__c09__user16__7-2-1,user16,1,9,10,10,False,False,32,32-63,both_wrong
train__c09__user16__7-2-2,user16,1,9,10,10,False,False,30,16-31,both_wrong
train__c09__user16__7-2-3,user16,1,9,10,10,False,False,25,16-31,both_wrong
train__c09__user18__3-2-1,user18,0,9,9,9,True,True,31,16-31,both_correct
train__c09__user18__3-2-2,user18,0,9,9,9,True,True,14,<=15,both_correct
train__c09__user18__3-2-3,user18,0,9,9,9,True,True,10,<=15,both_correct
train__c09__user18__4-2-1,user18,0,9,9,9,True,True,6,<=15,both_correct
train__c09__user18__4-2-2,user18,0,9,9,9,True,True,4,<=15,both_correct
train__c09__user18__4-2-3,user18,0,9,9,9,True,True,8,<=15,both_correct
train__c09__user18__7-2-1,user18,0,9,9,9,True,True,8,<=15,both_correct
train__c09__user18__7-2-2,user18,0,9,9,9,True,True,6,<=15,both_correct
train__c09__user18__7-2-3,user18,0,9,9,9,True,True,4,<=15,both_correct
train__c09__user19__2-1-1,user19,2,9,9,9,True,True,45,32-63,both_correct
train__c09__user19__2-1-2,user19,2,9,9,9,True,True,40,32-63,both_correct
train__c09__user19__2-1-3,user19,2,9,9,9,True,True,33,32-63,both_correct
train__c09__user19__3-2-1,user19,2,9,9,9,True,True,38,32-63,both_correct
train__c09__user19__3-2-2,user19,2,9,9,9,True,True,33,32-63,both_correct
train__c09__user19__3-2-3,user19,2,9,9,9,True,True,23,16-31,both_correct
train__c09__user19__7-2-1,user19,2,9,9,9,True,True,29,16-31,both_correct
train__c09__user19__7-2-2,user19,2,9,9,9,True,True,21,16-31,both_correct
train__c09__user19__7-2-3,user19,2,9,9,9,True,True,32,32-63,both_correct
train__c09__user1__2-1-1,user1,1,9,8,8,False,False,65,>=64,both_wrong
train__c09__user1__2-1-2,user1,1,9,9,9,True,True,37,32-63,both_correct
train__c09__user1__2-1-3,user1,1,9,4,4,False,False,33,32-63,both_wrong
train__c09__user1__4-1-1,user1,1,9,6,6,False,False,75,>=64,both_wrong
train__c09__user1__4-1-2,user1,1,9,6,6,False,False,72,>=64,both_wrong
train__c09__user1__4-1-3,user1,1,9,8,26,False,False,71,>=64,both_wrong
train__c09__user20__2-1-1,user20,0,9,9,9,True,True,72,>=64,both_correct
train__c09__user20__2-1-2,user20,0,9,9,9,True,True,61,32-63,both_correct
train__c09__user20__2-1-3,user20,0,9,9,9,True,True,45,32-63,both_correct
train__c09__user20__3-1-1,user20,0,9,9,9,True,True,65,>=64,both_correct
train__c09__user20__3-1-2,user20,0,9,9,9,True,True,68,>=64,both_correct
train__c09__user20__3-1-3,user20,0,9,9,9,True,True,47,32-63,both_correct
train__c09__user20__5-1-1,user20,0,9,21,21,False,False,23,16-31,both_wrong
train__c09__user20__5-1-2,user20,0,9,21,22,False,False,36,32-63,both_wrong
train__c09__user20__5-1-3,user20,0,9,21,22,False,False,27,16-31,both_wrong
train__c09__user20__6-3-1,user20,0,9,34,32,False,False,48,32-63,both_wrong
train__c09__user20__6-3-2,user20,0,9,34,13,False,False,24,16-31,both_wrong
train__c09__user20__6-3-3,user20,0,9,32,32,False,False,43,32-63,both_wrong
train__c09__user20__7-1-1,user20,0,9,9,9,True,True,42,32-63,both_correct
train__c09__user20__7-1-2,user20,0,9,9,9,True,True,57,32-63,both_correct
train__c09__user20__7-1-3,user20,0,9,9,9,True,True,30,16-31,both_correct
train__c09__user21__6-2-1,user21,0,9,8,8,False,False,25,16-31,both_wrong
train__c09__user21__6-2-2,user21,0,9,8,8,False,False,17,16-31,both_wrong
train__c09__user21__6-2-3,user21,0,9,10,10,False,False,15,<=15,both_wrong
train__c09__user22__2-1-1,user22,2,9,9,9,True,True,29,16-31,both_correct
train__c09__user22__2-1-2,user22,2,9,9,9,True,True,27,16-31,both_correct
train__c09__user22__2-1-3,user22,2,9,9,9,True,True,24,16-31,both_correct
train__c09__user22__4-3-1,user22,2,9,15,9,False,True,19,16-31,t2_only
train__c09__user22__4-3-2,user22,2,9,20,20,False,False,9,<=15,both_wrong
train__c09__user22__4-3-3,user22,2,9,15,15,False,False,4,<=15,both_wrong
train__c09__user2__2-1-1,user2,1,9,4,4,False,False,58,32-63,both_wrong
train__c09__user2__2-1-2,user2,1,9,4,4,False,False,59,32-63,both_wrong
train__c09__user2__2-1-3,user2,1,9,9,4,True,False,25,16-31,c1_only
train__c09__user2__6-1-1,user2,1,9,15,15,False,False,50,32-63,both_wrong
train__c09__user3__5-1-1,user3,0,9,9,9,True,True,28,16-31,both_correct
train__c09__user3__5-1-2,user3,0,9,9,9,True,True,15,<=15,both_correct
train__c09__user3__5-1-3,user3,0,9,9,9,True,True,30,16-31,both_correct
train__c09__user3__7-1-1,user3,0,9,7,26,False,False,40,32-63,both_wrong
train__c09__user3__7-1-2,user3,0,9,20,17,False,False,30,16-31,both_wrong
train__c09__user3__7-1-3,user3,0,9,23,26,False,False,17,16-31,both_wrong
train__c09__user5__1-2-1,user5,2,9,9,9,True,True,55,32-63,both_correct
train__c09__user5__1-2-2,user5,2,9,7,8,False,False,30,16-31,both_wrong
train__c09__user5__1-2-3,user5,2,9,9,9,True,True,24,16-31,both_correct
train__c09__user5__3-2-1,user5,2,9,8,8,False,False,40,32-63,both_wrong
train__c09__user5__3-2-2,user5,2,9,8,9,False,True,23,16-31,t2_only
train__c09__user5__3-2-3,user5,2,9,8,8,False,False,28,16-31,both_wrong
train__c09__user5__4-2-1,user5,2,9,7,8,False,False,43,32-63,both_wrong
train__c09__user5__4-2-2,user5,2,9,10,10,False,False,31,16-31,both_wrong
train__c09__user5__4-2-3,user5,2,9,0,0,False,False,30,16-31,both_wrong
train__c09__user5__7-2-1,user5,2,9,8,0,False,False,35,32-63,both_wrong
train__c09__user5__7-2-2,user5,2,9,0,0,False,False,20,16-31,both_wrong
train__c09__user5__7-2-3,user5,2,9,0,0,False,False,13,<=15,both_wrong
train__c09__user6__1-2-1,user6,2,9,9,9,True,True,124,>=64,both_correct
train__c09__user6__1-2-2,user6,2,9,9,9,True,True,33,32-63,both_correct
train__c09__user6__1-2-3,user6,2,9,9,9,True,True,18,16-31,both_correct
train__c09__user6__2-1-1,user6,2,9,9,9,True,True,55,32-63,both_correct
train__c09__user6__2-1-2,user6,2,9,9,9,True,True,46,32-63,both_correct
train__c09__user6__2-1-3,user6,2,9,9,9,True,True,23,16-31,both_correct
train__c09__user6__7-2-1,user6,2,9,36,36,False,False,39,32-63,both_wrong
train__c09__user6__7-2-2,user6,2,9,4,4,False,False,32,32-63,both_wrong
train__c09__user6__7-2-3,user6,2,9,8,8,False,False,19,16-31,both_wrong
train__c09__user7__1-2-1,user7,2,9,15,15,False,False,26,16-31,both_wrong
train__c09__user7__1-2-2,user7,2,9,9,9,True,True,19,16-31,both_correct
train__c09__user7__1-2-3,user7,2,9,15,15,False,False,21,16-31,both_wrong
train__c09__user7__2-1-1,user7,2,9,9,9,True,True,36,32-63,both_correct
train__c09__user7__2-1-2,user7,2,9,9,9,True,True,32,32-63,both_correct
train__c09__user7__2-1-3,user7,2,9,9,22,True,False,14,<=15,c1_only
train__c09__user7__5-2-1,user7,2,9,8,9,False,True,27,16-31,t2_only
train__c09__user7__5-2-2,user7,2,9,4,9,False,True,12,<=15,t2_only
train__c09__user7__5-2-3,user7,2,9,8,8,False,False,13,<=15,both_wrong
train__c09__user8__3-2-1,user8,1,9,15,15,False,False,17,16-31,both_wrong
train__c09__user8__3-2-2,user8,1,9,15,15,False,False,13,<=15,both_wrong
train__c09__user8__3-2-3,user8,1,9,14,14,False,False,16,16-31,both_wrong
train__c09__user8__4-2-1,user8,1,9,10,10,False,False,16,16-31,both_wrong
train__c09__user8__4-2-2,user8,1,9,9,9,True,True,13,<=15,both_correct
train__c09__user8__4-2-3,user8,1,9,10,10,False,False,24,16-31,both_wrong
train__c09__user8__7-2-1,user8,1,9,9,9,True,True,23,16-31,both_correct
train__c09__user8__7-2-2,user8,1,9,9,9,True,True,11,<=15,both_correct
train__c09__user8__7-2-3,user8,1,9,9,10,True,False,16,16-31,c1_only
train__c09__user9__2-1-1,user9,0,9,9,9,True,True,22,16-31,both_correct
train__c09__user9__2-1-2,user9,0,9,8,8,False,False,26,16-31,both_wrong
train__c09__user9__2-1-3,user9,0,9,8,8,False,False,8,<=15,both_wrong
train__c09__user9__3-2-1,user9,0,9,17,22,False,False,21,16-31,both_wrong
train__c09__user9__3-2-2,user9,0,9,8,22,False,False,16,16-31,both_wrong
train__c09__user9__3-2-3,user9,0,9,8,8,False,False,8,<=15,both_wrong
train__c09__user9__7-2-1,user9,0,9,10,10,False,False,16,16-31,both_wrong
train__c09__user9__7-2-2,user9,0,9,10,11,False,False,9,<=15,both_wrong
train__c09__user9__7-2-3,user9,0,9,10,11,False,False,11,<=15,both_wrong
train__c10__user16__1-2-1,user16,1,10,7,7,False,False,21,16-31,both_wrong
train__c10__user16__1-2-2,user16,1,10,11,7,False,False,26,16-31,both_wrong
train__c10__user16__1-2-3,user16,1,10,10,10,True,True,15,<=15,both_correct
train__c10__user16__2-1-1,user16,1,10,7,7,False,False,31,16-31,both_wrong
train__c10__user16__2-1-2,user16,1,10,7,7,False,False,18,16-31,both_wrong
train__c10__user16__2-1-3,user16,1,10,7,7,False,False,14,<=15,both_wrong
train__c10__user16__7-2-1,user16,1,10,11,11,False,False,39,32-63,both_wrong
train__c10__user16__7-2-2,user16,1,10,11,7,False,False,38,32-63,both_wrong
train__c10__user16__7-2-3,user16,1,10,7,7,False,False,20,16-31,both_wrong
train__c10__user18__3-2-1,user18,0,10,9,9,False,False,38,32-63,both_wrong
train__c10__user18__3-2-2,user18,0,10,10,10,True,True,17,16-31,both_correct
train__c10__user18__3-2-3,user18,0,10,10,10,True,True,18,16-31,both_correct
train__c10__user18__4-2-1,user18,0,10,9,9,False,False,33,32-63,both_wrong
train__c10__user18__4-2-2,user18,0,10,9,9,False,False,10,<=15,both_wrong
train__c10__user18__4-2-3,user18,0,10,10,10,True,True,14,<=15,both_correct
train__c10__user18__7-2-1,user18,0,10,9,9,False,False,13,<=15,both_wrong
train__c10__user18__7-2-2,user18,0,10,10,9,True,False,18,16-31,c1_only
